GO.ID,GO_full_name
GO:0042135,neurotransmitter catabolic process
GO:0007271,"synaptic transmission, cholinergic"
GO:0042803,protein homodimerization activity
GO:0046983,protein dimerization activity
GO:0002119,nematode larval development
GO:0043058,regulation of backward locomotion
GO:0035188,hatching
GO:0050879,multicellular organismal movement
GO:0006508,proteolysis
GO:0008237,metallopeptidase activity
GO:0042395,"ecdysis, collagen and cuticulin-based cuticle"
GO:0045138,nematode male tail tip morphogenesis
GO:0005575,cellular_component
GO:0045026,plasma membrane fusion
GO:0008241,peptidyl-dipeptidase activity
GO:0007275,multicellular organism development
GO:0004180,carboxypeptidase activity
GO:0008238,exopeptidase activity
GO:0008152,metabolic process
GO:0046872,metal ion binding
GO:0016829,lyase activity
GO:0006099,tricarboxylic acid cycle
GO:0051536,iron-sulfur cluster binding
GO:0051539,"4 iron, 4 sulfur cluster binding"
GO:0005829,cytosol
GO:0006879,cellular iron ion homeostasis
GO:0003994,aconitate hydratase activity
GO:0072350,tricarboxylic acid metabolic process
GO:0005739,mitochondrion
GO:0006101,citrate metabolic process
GO:0005216,ion channel activity
GO:0005230,extracellular ligand-gated ion channel activity
GO:0006811,ion transport
GO:0022848,acetylcholine-gated cation-selective channel activity
GO:0045211,postsynaptic membrane
GO:0060078,regulation of postsynaptic membrane potential
GO:0060079,excitatory postsynaptic potential
GO:0010468,regulation of gene expression
GO:0006937,regulation of muscle contraction
GO:0043005,neuron projection
GO:0005231,excitatory extracellular ligand-gated ion channel activity
GO:0007274,neuromuscular synaptic transmission
GO:0098703,calcium ion import across plasma membrane
GO:0098662,inorganic cation transmembrane transport
GO:0004889,
GO:0004888,transmembrane signaling receptor activity
GO:0034220,ion transmembrane transport
GO:0042391,regulation of membrane potential
GO:0007268,chemical synaptic transmission
GO:0007165,signal transduction
GO:0050877,nervous system process
GO:0015464,acetylcholine receptor activity
GO:0042995,cell projection
GO:0005856,cytoskeleton
GO:0009792,embryo development ending in birth or egg hatching
GO:0030866,cortical actin cytoskeleton organization
GO:0005865,striated muscle thin filament
GO:0000281,mitotic cytokinesis
GO:0005938,cell cortex
GO:0040011,locomotion
GO:0005884,actin filament
GO:0007111,meiosis II cytokinesis
GO:0005200,structural constituent of cytoskeleton
GO:0030036,actin cytoskeleton organization
GO:0045121,membrane raft
GO:0035148,tube formation
GO:0030536,larval feeding behavior
GO:1990357,terminal web
GO:1904000,positive regulation of eating behavior
GO:0030033,microvillus assembly
GO:0097516,microvillar actin bundle
GO:0004383,guanylate cyclase activity
GO:0006182,cGMP biosynthetic process
GO:0008074,"guanylate cyclase complex, soluble"
GO:0009190,cyclic nucleotide biosynthetic process
GO:0016849,phosphorus-oxygen lyase activity
GO:0035556,intracellular signal transduction
GO:0040017,positive regulation of locomotion
GO:0006935,chemotaxis
GO:2000292,regulation of defecation
GO:0006171,cAMP biosynthetic process
GO:0007188,adenylate cyclase-modulating G-protein coupled receptor signaling pathway
GO:0007614,short-term memory
GO:0004016,adenylate cyclase activity
GO:0072375,medium-term memory
GO:0030431,sleep
GO:0008219,cell death
GO:0005622,intracellular
GO:0007189,adenylate cyclase-activating G-protein coupled receptor signaling pathway
GO:0008294,calcium- and calmodulin-responsive adenylate cyclase activity
GO:0019933,cAMP-mediated signaling
GO:0090038,negative regulation of protein kinase C signaling
GO:2000114,regulation of establishment of cell polarity
GO:0007186,G-protein coupled receptor signaling pathway
GO:1900195,positive regulation of oocyte maturation
GO:0003779,actin binding
GO:0051015,actin filament binding
GO:0007616,long-term memory
GO:0014069,postsynaptic density
GO:0097120,receptor localization to synapse
GO:0051016,barbed-end actin filament capping
GO:2000249,regulation of actin cytoskeleton reorganization
GO:0007613,memory
GO:0005198,structural molecule activity
GO:0051017,actin filament bundle assembly
GO:0030507,spectrin binding
GO:0044853,plasma membrane raft
GO:0004222,metalloendopeptidase activity
GO:0008233,peptidase activity
GO:0007229,integrin-mediated signaling pathway
GO:0001708,cell fate specification
GO:0007219,Notch signaling pathway
GO:0006509,membrane protein ectodomain proteolysis
GO:0005634,nucleus
GO:0003723,RNA binding
GO:0006396,RNA processing
GO:0022626,cytosolic ribosome
GO:0004000,adenosine deaminase activity
GO:0006382,adenosine to inosine editing
GO:0006397,mRNA processing
GO:0050921,positive regulation of chemotaxis
GO:0040028,regulation of vulval development
GO:0003729,mRNA binding
GO:0005730,nucleolus
GO:0003725,double-stranded RNA binding
GO:0003726,double-stranded RNA adenosine deaminase activity
GO:0008251,tRNA-specific adenosine deaminase activity
GO:0055114,oxidation-reduction process
GO:0003824,catalytic activity
GO:0016491,oxidoreductase activity
GO:0008610,lipid biosynthetic process
GO:0050660,flavin adenine dinucleotide binding
GO:0006629,lipid metabolic process
GO:0005777,peroxisome
GO:0071949,FAD binding
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors"
GO:0008609,alkylglycerone-phosphate synthase activity
GO:0008611,ether lipid biosynthetic process
GO:0040018,positive regulation of multicellular organism growth
GO:0008361,regulation of cell size
GO:0030199,collagen fibril organization
GO:0016079,synaptic vesicle exocytosis
GO:0098793,presynapse
GO:0004871,obsolete signal transducer activity
GO:0018991,oviposition
GO:0030421,defecation
GO:0035418,protein localization to synapse
GO:0010877,lipid transport involved in lipid storage
GO:0006887,exocytosis
GO:0014057,"positive regulation of acetylcholine secretion, neurotransmission"
GO:1904731,positive regulation of intestinal lipid absorption
GO:2000294,positive regulation of defecation
GO:1905885,positive regulation of triglyceride transport
GO:0060179,male mating behavior
GO:0004930,G-protein coupled receptor activity
GO:0007218,neuropeptide signaling pathway
GO:0005929,cilium
GO:0008188,neuropeptide receptor activity
GO:0043547,positive regulation of GTPase activity
GO:0005085,guanyl-nucleotide exchange factor activity
GO:0005623,cell
GO:0017112,Rab guanyl-nucleotide exchange factor activity
GO:0006915,apoptotic process
GO:0007618,mating
GO:1905488,positive regulation of anterior/posterior axon guidance
GO:0007419,ventral cord development
GO:0032483,regulation of Rab protein signal transduction
GO:0004252,serine-type endopeptidase activity
GO:0008236,serine-type peptidase activity
GO:0045887,positive regulation of synaptic growth at neuromuscular junction
GO:0061837,neuropeptide processing
GO:2000748,positive regulation of defecation rhythm
GO:0005525,GTP binding
GO:1990504,dense core granule exocytosis
GO:0003924,GTPase activity
GO:0007264,small GTPase mediated signal transduction
GO:0008021,synaptic vesicle
GO:0045921,positive regulation of exocytosis
GO:0042470,melanosome
GO:0030141,secretory granule
GO:0032402,melanosome transport
GO:0090522,vesicle tethering involved in exocytosis
GO:1903364,positive regulation of cellular protein catabolic process
GO:0006886,intracellular protein transport
GO:0032482,Rab protein signal transduction
GO:0048015,phosphatidylinositol-mediated signaling
GO:1902075,cellular response to salt
GO:0000003,reproduction
GO:0097730,non-motile cilium
GO:0006979,response to oxidative stress
GO:0007635,chemosensory behavior
GO:0016303,1-phosphatidylinositol-3-kinase activity
GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process
GO:0046686,response to cadmium ion
GO:0050920,regulation of chemotaxis
GO:0008582,regulation of synaptic growth at neuromuscular junction
GO:0043053,dauer entry
GO:0007568,aging
GO:0002250,adaptive immune response
GO:0014065,phosphatidylinositol 3-kinase signaling
GO:0035005,1-phosphatidylinositol-4-phosphate 3-kinase activity
GO:0046934,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
GO:0060326,cell chemotaxis
GO:0007611,learning or memory
GO:1902074,response to salt
GO:1901047,insulin receptor signaling pathway involved in determination of adult lifespan
GO:0005488,binding
GO:0016477,cell migration
GO:0030168,platelet activation
GO:0005096,GTPase activator activity
GO:0030695,GTPase regulator activity
GO:0050790,regulation of catalytic activity
GO:0005092,GDP-dissociation inhibitor activity
GO:0008277,regulation of G-protein coupled receptor protein signaling pathway
GO:0001965,G-protein alpha-subunit binding
GO:0060259,regulation of feeding behavior
GO:0032259,methylation
GO:0003684,damaged DNA binding
GO:0006281,DNA repair
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity
GO:0006307,DNA dealkylation involved in DNA repair
GO:0003677,DNA binding
GO:0003700,DNA-binding transcription factor activity
GO:0006355,"regulation of transcription, DNA-templated"
GO:0043565,sequence-specific DNA binding
GO:0006351,"transcription, DNA-templated"
GO:0005667,transcription factor complex
GO:0006366,transcription by RNA polymerase II
GO:0045944,positive regulation of transcription by RNA polymerase II
GO:0022008,neurogenesis
GO:0001085,RNA polymerase II transcription factor binding
GO:0035176,social behavior
GO:0030522,intracellular receptor signaling pathway
GO:0090575,RNA polymerase II transcription factor complex
GO:0009410,response to xenobiotic stimulus
GO:0007399,nervous system development
GO:0040013,negative regulation of locomotion
GO:0007610,behavior
GO:0004874,aryl hydrocarbon receptor activity
GO:0034753,nuclear aryl hydrocarbon receptor complex
GO:0006805,xenobiotic metabolic process
GO:0008270,zinc ion binding
GO:0046685,response to arsenic-containing substance
GO:0071218,cellular response to misfolded protein
GO:0004674,protein serine/threonine kinase activity
GO:0005813,centrosome
GO:0000235,astral microtubule
GO:0007049,cell cycle
GO:0000794,condensed nuclear chromosome
GO:0051233,spindle midzone
GO:0090307,mitotic spindle assembly
GO:0031616,spindle pole centrosome
GO:0000780,"condensed nuclear chromosome, centromeric region"
GO:0005828,kinetochore microtubule
GO:0032133,chromosome passenger complex
GO:0032465,regulation of cytokinesis
GO:0035174,histone serine kinase activity
GO:0035404,histone-serine phosphorylation
GO:1904781,positive regulation of protein localization to centrosome
GO:0007052,mitotic spindle organization
GO:0005876,spindle microtubule
GO:0005694,chromosome
GO:0051301,cell division
GO:0018105,peptidyl-serine phosphorylation
GO:0018107,peptidyl-threonine phosphorylation
GO:0016569,covalent chromatin modification
GO:0051117,ATPase binding
GO:0007059,chromosome segregation
GO:0000793,condensed chromosome
GO:0019894,kinesin binding
GO:0005819,spindle
GO:0030496,midbody
GO:0046777,protein autophosphorylation
GO:0051321,meiotic cell cycle
GO:0031991,regulation of actomyosin contractile ring contraction
GO:0051256,mitotic spindle midzone assembly
GO:0051257,meiotic spindle midzone assembly
GO:0045184,establishment of protein localization
GO:0030261,chromosome condensation
GO:0006325,chromatin organization
GO:0005913,cell-cell adherens junction
GO:0008092,cytoskeletal protein binding
GO:0043296,apical junction complex
GO:0005911,cell-cell junction
GO:0036064,ciliary basal body
GO:0016327,apicolateral plasma membrane
GO:0045216,cell-cell junction organization
GO:0044292,dendrite terminus
GO:0005912,adherens junction
GO:0016324,apical plasma membrane
GO:0032266,phosphatidylinositol-3-phosphate binding
GO:0005769,early endosome
GO:0016197,endosomal transport
GO:0008289,lipid binding
GO:0002376,immune system process
GO:0043025,neuronal cell body
GO:0030424,axon
GO:0030425,dendrite
GO:0005516,calmodulin binding
GO:0009898,cytoplasmic side of plasma membrane
GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding"
GO:0043491,protein kinase B signaling
GO:0003676,nucleic acid binding
GO:0040025,vulval development
GO:0000932,P-body
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
GO:0031047,gene silencing by RNA
GO:0040035,hermaphrodite genitalia development
GO:0035068,micro-ribonucleoprotein complex
GO:0035198,miRNA binding
GO:0070551,"endoribonuclease activity, cleaving siRNA-paired mRNA"
GO:0003727,single-stranded RNA binding
GO:0016892,"endoribonuclease activity, producing 3'-phosphomonoesters"
GO:0035196,production of miRNAs involved in gene silencing by miRNA
GO:0035279,mRNA cleavage involved in gene silencing by miRNA
GO:0070922,small RNA loading onto RISC
GO:0040034,"regulation of development, heterochronic"
GO:0042659,regulation of cell fate specification
GO:0004029,aldehyde dehydrogenase (NAD) activity
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
GO:0009058,biosynthetic process
GO:0006730,one-carbon metabolic process
GO:0009258,10-formyltetrahydrofolate catabolic process
GO:0016155,formyltetrahydrofolate dehydrogenase activity
GO:0016742,"hydroxymethyl-, formyl- and related transferase activity"
GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity
GO:0006081,cellular aldehyde metabolic process
GO:0004028,3-chloroallyl aldehyde dehydrogenase activity
GO:0003842,1-pyrroline-5-carboxylate dehydrogenase activity
GO:0006537,glutamate biosynthetic process
GO:0006561,proline biosynthetic process
GO:0010133,proline catabolic process to glutamate
GO:0051287,NAD binding
GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity
GO:0006540,glutamate decarboxylation to succinate
GO:0009450,gamma-aminobutyric acid catabolic process
GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
GO:0000062,fatty-acyl-CoA binding
GO:0004491,methylmalonate-semialdehyde dehydrogenase (acylating) activity
GO:0006573,valine metabolic process
GO:0018478,malonate-semialdehyde dehydrogenase (acetylating) activity
GO:0019859,thymine metabolic process
GO:0006210,thymine catabolic process
GO:0006574,valine catabolic process
GO:0004043,L-aminoadipate-semialdehyde dehydrogenase activity
GO:0043878,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
GO:0019145,aminobutyraldehyde dehydrogenase activity
GO:0047105,4-trimethylammoniobutyraldehyde dehydrogenase activity
GO:0016779,nucleotidyltransferase activity
GO:0007369,gastrulation
GO:0003899,DNA-directed 5'-3' RNA polymerase activity
GO:0045893,"positive regulation of transcription, DNA-templated"
GO:0035327,transcriptionally active chromatin
GO:2000543,positive regulation of gastrulation
GO:0005665,"RNA polymerase II, core complex"
GO:0001055,RNA polymerase II activity
GO:0042789,mRNA transcription by RNA polymerase II
GO:0072488,ammonium transmembrane transport
GO:0008519,ammonium transmembrane transporter activity
GO:0015695,organic cation transport
GO:0015696,ammonium transport
GO:0034720,histone H3-K4 demethylation
GO:0034648,histone demethylase activity (H3-dimethyl-K4 specific)
GO:0046592,polyamine oxidase activity
GO:0046208,spermine catabolic process
GO:0007010,cytoskeleton organization
GO:0048471,perinuclear region of cytoplasm
GO:0005635,nuclear envelope
GO:0035046,pronuclear migration
GO:0051087,chaperone binding
GO:0006997,nucleus organization
GO:0051179,localization
GO:0051647,nucleus localization
GO:0005640,nuclear outer membrane
GO:0016874,ligase activity
GO:0008641,ubiquitin-like modifier activating enzyme activity
GO:0016925,protein sumoylation
GO:0031510,SUMO activating enzyme complex
GO:0019948,SUMO activating enzyme activity
GO:0006511,ubiquitin-dependent protein catabolic process
GO:0042787,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
GO:0061630,ubiquitin protein ligase activity
GO:0016567,protein ubiquitination
GO:0031625,ubiquitin protein ligase binding
GO:0005680,anaphase-promoting complex
GO:0031145,anaphase-promoting complex-dependent catabolic process
GO:0070979,protein K11-linked ubiquitination
GO:1904668,positive regulation of ubiquitin protein ligase activity
GO:0004842,ubiquitin-protein transferase activity
GO:0045132,meiotic chromosome segregation
GO:0097602,cullin family protein binding
GO:0045842,positive regulation of mitotic metaphase/anaphase transition
GO:0031461,cullin-RING ubiquitin ligase complex
GO:0002039,p53 binding
GO:0048598,embryonic morphogenesis
GO:0005783,endoplasmic reticulum
GO:0016485,protein processing
GO:0060581,cell fate commitment involved in pattern specification
GO:0004175,endopeptidase activity
GO:0043085,positive regulation of catalytic activity
GO:0048599,oocyte development
GO:0045165,cell fate commitment
GO:0007220,Notch receptor processing
GO:0034394,protein localization to cell surface
GO:0070765,gamma-secretase complex
GO:0031410,cytoplasmic vesicle
GO:0005768,endosome
GO:0010171,body morphogenesis
GO:0008201,heparin binding
GO:0046914,transition metal ion binding
GO:0015031,protein transport
GO:0016192,vesicle-mediated transport
GO:0030131,clathrin adaptor complex
GO:0045176,apical protein localization
GO:0008081,phosphoric diester hydrolase activity
GO:0090305,nucleic acid phosphodiester bond hydrolysis
GO:0006974,cellular response to DNA damage stimulus
GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0006284,base-excision repair
GO:0008311,double-stranded DNA 3'-5' exodeoxyribonuclease activity
GO:0017005,3'-tyrosyl-DNA phosphodiesterase activity
GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0070006,metalloaminopeptidase activity
GO:0004177,aminopeptidase activity
GO:0008013,beta-catenin binding
GO:0030178,negative regulation of Wnt signaling pathway
GO:0016055,Wnt signaling pathway
GO:0001714,endodermal cell fate specification
GO:0043652,engulfment of apoptotic cell
GO:0048557,embryonic digestive tract morphogenesis
GO:0040027,negative regulation of vulval development
GO:0030334,regulation of cell migration
GO:0008356,asymmetric cell division
GO:0016476,regulation of embryonic cell shape
GO:0047485,protein N-terminus binding
GO:0051782,negative regulation of cell division
GO:0044333,Wnt signaling pathway involved in digestive tract morphogenesis
GO:0007492,endoderm development
GO:0030177,positive regulation of Wnt signaling pathway
GO:0035414,negative regulation of catenin import into nucleus
GO:2000057,negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis
GO:0045732,positive regulation of protein catabolic process
GO:0090090,negative regulation of canonical Wnt signaling pathway
GO:0060070,canonical Wnt signaling pathway
GO:0007389,pattern specification process
GO:0045595,regulation of cell differentiation
GO:0045295,gamma-catenin binding
GO:0007026,negative regulation of microtubule depolymerization
GO:0030877,beta-catenin destruction complex
GO:0030117,membrane coat
GO:0008565,protein transporter activity
GO:0030122,AP-2 adaptor complex
GO:0072583,clathrin-dependent endocytosis
GO:0030276,clathrin binding
GO:0005794,Golgi apparatus
GO:0009306,protein secretion
GO:0030121,AP-1 adaptor complex
GO:0006898,receptor-mediated endocytosis
GO:0008104,protein localization
GO:0008022,protein C-terminus binding
GO:0030139,endocytic vesicle
GO:0036062,presynaptic periactive zone
GO:0032794,GTPase activating protein binding
GO:0045334,clathrin-coated endocytic vesicle
GO:0006897,endocytosis
GO:0005905,clathrin-coated pit
GO:0035615,clathrin adaptor activity
GO:0030123,AP-3 adaptor complex
GO:0006623,protein targeting to vacuole
GO:0098943,"neurotransmitter receptor transport, postsynaptic endosome to lysosome"
GO:0043195,terminal bouton
GO:0098794,postsynapse
GO:1904115,axon cytoplasm
GO:0010008,endosome membrane
GO:0006896,Golgi to vacuole transport
GO:0016182,synaptic vesicle budding from endosome
GO:0048490,anterograde synaptic vesicle transport
GO:0048499,synaptic vesicle membrane organization
GO:0098830,presynaptic endosome
GO:0007040,lysosome organization
GO:0019915,lipid storage
GO:0009880,embryonic pattern specification
GO:0007154,cell communication
GO:0008595,"anterior/posterior axis specification, embryo"
GO:0046331,lateral inhibition
GO:0016331,morphogenesis of embryonic epithelium
GO:0016323,basolateral plasma membrane
GO:0015793,glycerol transport
GO:0022838,substrate-specific channel activity
GO:0015267,channel activity
GO:0006833,water transport
GO:0015250,water channel activity
GO:0008150,biological_process
GO:0007276,gamete generation
GO:0007005,mitochondrion organization
GO:0048259,regulation of receptor-mediated endocytosis
GO:1904748,regulation of apoptotic process involved in development
GO:0006893,Golgi to plasma membrane transport
GO:0007281,germ cell development
GO:0012505,endomembrane system
GO:0055038,recycling endosome membrane
GO:1902647,"negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process"
GO:0098592,cytoplasmic side of apical plasma membrane
GO:1902648,"positive regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process"
GO:1905751,positive regulation of endosome to plasma membrane protein transport
GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway
GO:0060271,cilium assembly
GO:0015630,microtubule cytoskeleton
GO:0000226,microtubule cytoskeleton organization
GO:0005802,trans-Golgi network
GO:1903292,protein localization to Golgi membrane
GO:0048786,presynaptic active zone
GO:0005764,lysosome
GO:0008088,axo-dendritic transport
GO:0008333,endosome to lysosome transport
GO:0005765,lysosomal membrane
GO:1903742,regulation of anterograde synaptic vesicle transport
GO:0005774,vacuolar membrane
GO:0005930,axoneme
GO:0046907,intracellular transport
GO:0061512,protein localization to cilium
GO:0040010,positive regulation of growth rate
GO:0050896,response to stimulus
GO:0032501,multicellular organismal process
GO:0043204,perikaryon
GO:0004812,aminoacyl-tRNA ligase activity
GO:0006412,translation
GO:0000049,tRNA binding
GO:0016876,"ligase activity, forming aminoacyl-tRNA and related compounds"
GO:0043039,tRNA aminoacylation
GO:0006400,tRNA modification
GO:0004813,alanine-tRNA ligase activity
GO:0006419,alanyl-tRNA aminoacylation
GO:0016597,amino acid binding
GO:0006631,fatty acid metabolic process
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors"
GO:0005789,endoplasmic reticulum membrane
GO:0006633,fatty acid biosynthetic process
GO:0042761,very long-chain fatty acid biosynthetic process
GO:0102758,very-long-chain enoyl-CoA reductase activity
GO:0007015,actin filament organization
GO:0031252,cell leading edge
GO:0034314,Arp2/3 complex-mediated actin nucleation
GO:0005885,Arp2/3 protein complex
GO:0010631,epithelial cell migration
GO:0015629,actin cytoskeleton
GO:0030833,regulation of actin filament polymerization
GO:0071028,nuclear mRNA surveillance
GO:0004527,exonuclease activity
GO:0000176,nuclear exosome (RNase complex)
GO:0000177,cytoplasmic exosome (RNase complex)
GO:0034427,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"
GO:0034475,U4 snRNA 3'-end processing
GO:0016075,rRNA catabolic process
GO:0031125,rRNA 3'-end processing
GO:0071051,polyadenylation-dependent snoRNA 3'-end processing
GO:0055120,striated muscle dense body
GO:0030041,actin filament polymerization
GO:0015078,proton transmembrane transporter activity
GO:0099132,ATP hydrolysis coupled cation transmembrane transport
GO:0015986,ATP synthesis coupled proton transport
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
GO:0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
GO:0003713,transcription coactivator activity
GO:0031966,mitochondrial membrane
GO:0015992,proton transport
GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)"
GO:0006754,ATP biosynthetic process
GO:0016798,"hydrolase activity, acting on glycosyl bonds"
GO:0006665,sphingolipid metabolic process
GO:0046513,ceramide biosynthetic process
GO:0004767,sphingomyelin phosphodiesterase activity
GO:0006685,sphingomyelin catabolic process
GO:0061750,acid sphingomyelin phosphodiesterase activity
GO:0004190,aspartic-type endopeptidase activity
GO:0030163,protein catabolic process
GO:0098591,external side of apical plasma membrane
GO:0070265,necrotic cell death
GO:0000122,negative regulation of transcription by RNA polymerase II
GO:0001012,RNA polymerase II regulatory region DNA binding
GO:0001078,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding"
GO:0007623,circadian rhythm
GO:0000977,RNA polymerase II regulatory region sequence-specific DNA binding
GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
GO:0006357,regulation of transcription by RNA polymerase II
GO:0006990,positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response
GO:1904576,response to tunicamycin
GO:0035966,response to topologically incorrect protein
GO:0045089,positive regulation of innate immune response
GO:0045824,negative regulation of innate immune response
GO:0051019,mitogen-activated protein kinase binding
GO:0005975,carbohydrate metabolic process
GO:0000723,telomere maintenance
GO:0000785,chromatin
GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
GO:1904262,negative regulation of TORC1 signaling
GO:0005509,calcium ion binding
GO:0005743,mitochondrial inner membrane
GO:0015991,ATP hydrolysis coupled proton transport
GO:0019904,protein domain specific binding
GO:0008406,gonad development
GO:0010629,negative regulation of gene expression
GO:0007617,mating behavior
GO:0040039,inductive cell migration
GO:0043050,pharyngeal pumping
GO:0046034,ATP metabolic process
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)"
GO:0016820,"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"
GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain"
GO:1902600,proton transmembrane transport
GO:0042776,mitochondrial ATP synthesis coupled proton transport
GO:0010628,positive regulation of gene expression
GO:1905516,positive regulation of fertilization
GO:0040001,establishment of mitotic spindle localization
GO:0010824,regulation of centrosome duplication
GO:0040038,polar body extrusion after meiotic divisions
GO:0060282,positive regulation of oocyte development
GO:0030953,astral microtubule organization
GO:0010826,negative regulation of centrosome duplication
GO:0008585,female gonad development
GO:0009794,"regulation of mitotic cell cycle, embryonic"
GO:0016048,detection of temperature stimulus
GO:0030716,oocyte fate determination
GO:0045977,"positive regulation of mitotic cell cycle, embryonic"
GO:0051661,maintenance of centrosome location
GO:0060903,positive regulation of meiosis I
GO:0071539,protein localization to centrosome
GO:0090169,regulation of spindle assembly
GO:1902846,positive regulation of mitotic spindle elongation
GO:1903436,regulation of mitotic cytokinetic process
GO:1903438,positive regulation of mitotic cytokinetic process
GO:1904779,regulation of protein localization to centrosome
GO:1904780,negative regulation of protein localization to centrosome
GO:1905833,negative regulation of microtubule nucleation
GO:1905936,regulation of germ cell proliferation
GO:1905938,positive regulation of germ cell proliferation
GO:2000196,positive regulation of female gonad development
GO:0010603,regulation of cytoplasmic mRNA processing body assembly
GO:0034063,stress granule assembly
GO:0010494,cytoplasmic stress granule
GO:0006821,chloride transport
