GO.ID,GO_full_name
GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding"
GO:0006396,RNA processing
GO:0000245,spliceosomal complex assembly
GO:0017070,U6 snRNA binding
GO:0000956,nuclear-transcribed mRNA catabolic process
GO:0097526,spliceosomal tri-snRNP complex
GO:0005688,U6 snRNP
GO:0046540,U4/U6 x U5 tri-snRNP complex
GO:0055085,transmembrane transport
GO:0022857,transmembrane transporter activity
GO:0005215,transporter activity
GO:0005351,carbohydrate:proton symporter activity
GO:0005355,glucose transmembrane transporter activity
GO:0015992,proton transport
GO:0035428,hexose transmembrane transport
GO:0046323,glucose import
GO:1904659,glucose transmembrane transport
GO:0008645,hexose transmembrane transport
GO:0005524,ATP binding
GO:0016874,ligase activity
GO:0004812,aminoacyl-tRNA ligase activity
GO:0006418,tRNA aminoacylation for protein translation
GO:0004830,tryptophan-tRNA ligase activity
GO:0006436,tryptophanyl-tRNA aminoacylation
GO:0016887,ATPase activity
GO:0042626,"ATPase activity, coupled to transmembrane movement of substances"
GO:0003951,NAD+ kinase activity
GO:0004143,diacylglycerol kinase activity
GO:0016301,kinase activity
GO:0007205,protein kinase C-activating G-protein coupled receptor signaling pathway
GO:0008152,metabolic process
GO:0016310,phosphorylation
GO:0007186,G-protein coupled receptor signaling pathway
GO:0070528,protein kinase C signaling
GO:0015031,protein transport
GO:0009267,cellular response to starvation
GO:0006914,autophagy
GO:0000045,autophagosome assembly
GO:0000422,autophagy of mitochondrion
GO:0061723,glycophagy
GO:0005776,autophagosome
GO:0019776,Atg8 ligase activity
GO:0044804,autophagy of nucleus
GO:0019787,ubiquitin-like protein transferase activity
GO:0000153,cytoplasmic ubiquitin ligase complex
GO:0008340,determination of adult lifespan
GO:0080019,fatty-acyl-CoA reductase (alcohol-forming) activity
GO:0102965,alcohol-forming fatty acyl-CoA reductase activity
GO:0010025,wax biosynthetic process
GO:0035336,long-chain fatty-acyl-CoA metabolic process
GO:0004222,metalloendopeptidase activity
GO:0006979,response to oxidative stress
GO:1901562,response to paraquat
GO:0090501,RNA phosphodiester bond hydrolysis
GO:0009617,response to bacterium
GO:0006309,apoptotic DNA fragmentation
GO:0090305,nucleic acid phosphodiester bond hydrolysis
GO:0004540,ribonuclease activity
GO:0004536,deoxyribonuclease activity
GO:0000737,"DNA catabolic process, endonucleolytic"
GO:0007054,spindle assembly involved in male meiosis I
GO:0007052,mitotic spindle organization
GO:0005876,spindle microtubule
GO:0008017,microtubule binding
GO:0003777,microtubule motor activity
GO:0007018,microtubule-based movement
GO:0003774,motor activity
GO:0007019,microtubule depolymerization
GO:0005871,kinesin complex
GO:0000776,kinetochore
GO:0007110,meiosis I cytokinesis
GO:0005875,microtubule associated complex
GO:1990023,mitotic spindle midzone
GO:0008574,"ATP-dependent microtubule motor activity, plus-end-directed"
GO:0007059,chromosome segregation
GO:0007060,male meiosis chromosome segregation
GO:0051225,spindle assembly
GO:0072686,mitotic spindle
GO:0007100,mitotic centrosome separation
GO:0016346,male meiotic chromosome movement towards spindle pole
GO:0031134,sister chromatid biorientation
GO:0051231,spindle elongation
GO:0055047,generative cell mitosis
GO:0005828,kinetochore microtubule
GO:0005874,microtubule
GO:0000070,mitotic sister chromatid segregation
GO:0061673,mitotic spindle astral microtubule
GO:0003713,transcription coactivator activity
GO:0016279,protein-lysine N-methyltransferase activity
GO:0018023,peptidyl-lysine trimethylation
GO:0018026,peptidyl-lysine monomethylation
GO:0042800,histone methyltransferase activity (H3-K4 specific)
GO:0051568,histone H3-K4 methylation
GO:0010452,histone H3-K36 methylation
GO:0046975,histone methyltransferase activity (H3-K36 specific)
GO:0018027,peptidyl-lysine dimethylation
GO:0004842,ubiquitin-protein transferase activity
GO:0000151,ubiquitin ligase complex
GO:0016567,protein ubiquitination
GO:0003682,chromatin binding
GO:0030261,chromosome condensation
GO:0004386,helicase activity
GO:0007517,muscle organ development
GO:0016581,NuRD complex
GO:0032508,DNA duplex unwinding
GO:0045892,"negative regulation of transcription, DNA-templated"
GO:0031491,nucleosome binding
GO:0070615,nucleosome-dependent ATPase activity
GO:0042766,nucleosome mobilization
GO:0043044,ATP-dependent chromatin remodeling
GO:0051312,chromosome decondensation
GO:0071923,negative regulation of cohesin loading
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GO:0016246,RNA interference
GO:0004871,obsolete signal transducer activity
GO:0004984,olfactory receptor activity
GO:0050911,detection of chemical stimulus involved in sensory perception of smell
GO:0032590,dendrite membrane
GO:0010469,regulation of signaling receptor activity
GO:0007218,neuropeptide signaling pathway
GO:0048018,receptor ligand activity
GO:0007166,cell surface receptor signaling pathway
GO:2000252,negative regulation of feeding behavior
GO:0019843,rRNA binding
GO:0002181,cytoplasmic translation
GO:0000228,nuclear chromosome
GO:0022627,cytosolic small ribosomal subunit
GO:0042254,ribosome biogenesis
GO:0008514,organic anion transmembrane transporter activity
GO:0015711,organic anion transport
GO:0032154,cleavage furrow
GO:0005216,ion channel activity
GO:0005244,voltage-gated ion channel activity
GO:0006813,potassium ion transport
GO:0034765,regulation of ion transmembrane transport
GO:0005249,voltage-gated potassium channel activity
GO:0005267,potassium channel activity
GO:0022843,voltage-gated cation channel activity
GO:0071805,potassium ion transmembrane transport
GO:0008076,voltage-gated potassium channel complex
GO:0005251,delayed rectifier potassium channel activity
GO:0032809,neuronal cell body membrane
GO:0035222,wing disc pattern formation
GO:0035017,cuticle pattern formation
GO:0008589,regulation of smoothened signaling pathway
GO:0045746,negative regulation of Notch signaling pathway
GO:0001751,compound eye photoreceptor cell differentiation
GO:0007224,smoothened signaling pathway
GO:0008201,heparin binding
GO:0097108,hedgehog family protein binding
GO:0008045,motor neuron axon guidance
GO:0001709,cell fate determination
GO:0050770,regulation of axonogenesis
GO:0008595,"anterior/posterior axis specification, embryo"
GO:0007377,germ-band extension
GO:0003705,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"
GO:0007507,heart development
GO:0035289,posterior head segmentation
GO:0045165,cell fate commitment
GO:0003007,heart morphogenesis
GO:0009997,negative regulation of cardioblast cell fate specification
GO:0007350,blastoderm segmentation
GO:1901739,regulation of myoblast fusion
GO:0000980,RNA polymerase II distal enhancer sequence-specific DNA binding
GO:0007366,periodic partitioning by pair rule gene
GO:0035290,trunk segmentation
GO:0007376,cephalic furrow formation
GO:0007512,adult heart development
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
GO:0004526,ribonuclease P activity
GO:0090646,mitochondrial tRNA processing
GO:0030678,mitochondrial ribonuclease P complex
GO:0001682,tRNA 5'-leader removal
GO:0042645,mitochondrial nucleoid
GO:0045475,locomotor rhythm
GO:0005623,cell
GO:0072499,photoreceptor cell axon guidance
GO:0046716,muscle cell cellular homeostasis
GO:0008582,regulation of synaptic growth at neuromuscular junction
GO:0042052,rhabdomere development
GO:0007605,sensory perception of sound
GO:0050953,sensory perception of light stimulus
GO:1900074,negative regulation of neuromuscular synaptic transmission
GO:0032414,positive regulation of ion transmembrane transporter activity
GO:0002141,stereocilia ankle link
GO:0002142,stereocilia ankle link complex
GO:0032420,stereocilium
GO:0032426,stereocilium tip
GO:0007409,axonogenesis
GO:0007155,cell adhesion
GO:0030198,extracellular matrix organization
GO:0050839,cell adhesion molecule binding
GO:0031012,extracellular matrix
GO:0035207,negative regulation of hemocyte proliferation
GO:0005578,proteinaceous extracellular matrix
GO:0005769,early endosome
GO:0005770,late endosome
GO:0005802,trans-Golgi network
GO:0006895,Golgi to endosome transport
GO:0032456,endocytic recycling
GO:0090382,phagosome maturation
GO:0001845,phagolysosome assembly
GO:0090383,phagosome acidification
GO:0090387,phagolysosome assembly involved in apoptotic cell clearance
GO:0007131,reciprocal meiotic recombination
GO:0051598,meiotic recombination checkpoint
GO:0005694,chromosome
GO:0061630,ubiquitin protein ligase activity
GO:0000209,protein polyubiquitination
GO:0045751,negative regulation of Toll signaling pathway
GO:0042325,regulation of phosphorylation
GO:0008348,negative regulation of antimicrobial humoral response
GO:0019207,kinase regulator activity
GO:1902524,positive regulation of protein K48-linked ubiquitination
GO:0043549,regulation of kinase activity
GO:0048788,cytoskeleton of presynaptic active zone
GO:1900242,regulation of synaptic vesicle endocytosis
GO:0048489,synaptic vesicle transport
GO:0099504,synaptic vesicle cycle
GO:0048488,synaptic vesicle endocytosis
GO:0097110,scaffold protein binding
GO:0071011,precatalytic spliceosome
GO:0071013,catalytic step 2 spliceosome
GO:0003755,peptidyl-prolyl cis-trans isomerase activity
GO:0006457,protein folding
GO:0000413,protein peptidyl-prolyl isomerization
GO:0051082,unfolded protein binding
GO:0042026,protein refolding
GO:0042623,"ATPase activity, coupled"
GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed"
GO:0003341,cilium movement
GO:0030286,dynein complex
GO:0036157,outer dynein arm
GO:0045503,dynein light chain binding
GO:0045505,dynein intermediate chain binding
GO:0051959,dynein light intermediate chain binding
GO:0036158,outer dynein arm assembly
GO:0005858,axonemal dynein complex
GO:0061077,chaperone-mediated protein folding
GO:0044183,protein binding involved in protein folding
GO:0006458,'de novo' protein folding
GO:0005832,chaperonin-containing T-complex
GO:0035167,larval lymph gland hemopoiesis
GO:0007549,dosage compensation
GO:0031087,deadenylation-independent decapping of nuclear-transcribed mRNA
GO:0006402,mRNA catabolic process
GO:0007411,axon guidance
GO:0007436,larval salivary gland morphogenesis
GO:0035147,"branch fusion, open tracheal system"
GO:0007416,synapse assembly
GO:0016477,cell migration
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules
GO:0035230,cytoneme
GO:0036194,muscle cell projection
GO:0030490,maturation of SSU-rRNA
GO:0030686,90S preribosome
GO:0016604,nuclear body
GO:0045879,negative regulation of smoothened signaling pathway
GO:0032589,neuron projection membrane
GO:0004672,protein kinase activity
GO:0004674,protein serine/threonine kinase activity
GO:0006468,protein phosphorylation
GO:0004697,protein kinase C activity
GO:0007520,myoblast fusion
GO:0001726,ruffle
GO:0030036,actin cytoskeleton organization
GO:0004702,"obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity"
GO:0048365,Rac GTPase binding
GO:0007266,Rho protein signal transduction
GO:0007346,regulation of mitotic cell cycle
GO:0023014,signal transduction by protein phosphorylation
GO:0031098,stress-activated protein kinase signaling cascade
GO:0032147,activation of protein kinase activity
GO:0043408,regulation of MAPK cascade
GO:0046777,protein autophosphorylation
GO:0051965,positive regulation of synapse assembly
GO:0007526,larval somatic muscle development
GO:0006325,chromatin organization
GO:0000786,nucleosome
GO:0005704,polytene chromosome band
GO:0006334,nucleosome assembly
GO:0000788,nuclear nucleosome
GO:0006342,chromatin silencing
GO:0005789,endoplasmic reticulum membrane
GO:0034976,response to endoplasmic reticulum stress
GO:0036335,intestinal stem cell homeostasis
GO:0030433,ubiquitin-dependent ERAD pathway
GO:0000836,Hrd1p ubiquitin ligase complex
GO:0030968,endoplasmic reticulum unfolded protein response
GO:0002039,p53 binding
GO:1904264,ubiquitin protein ligase activity involved in ERAD pathway
GO:0036513,Derlin-1 retrotranslocation complex
GO:0036490,regulation of translation in response to endoplasmic reticulum stress
GO:1990381,ubiquitin-specific protease binding
GO:0044322,endoplasmic reticulum quality control compartment
GO:0030970,"retrograde protein transport, ER to cytosol"
GO:0070936,protein K48-linked ubiquitination
GO:0006281,DNA repair
GO:0016829,lyase activity
GO:0003904,deoxyribodipyrimidine photo-lyase activity
GO:0000719,photoreactive repair
GO:0007286,spermatid development
GO:0006955,immune response
GO:0006904,vesicle docking involved in exocytosis
GO:0035542,regulation of SNARE complex assembly
GO:0030897,HOPS complex
GO:0019905,syntaxin binding
GO:0033263,CORVET complex
GO:0006915,apoptotic process
GO:0045476,nurse cell apoptotic process
