GO.ID,GO_full_name
GO:0005681,spliceosomal complex
GO:0016567,protein ubiquitination
GO:0004864,protein phosphatase inhibitor activity
GO:0006511,ubiquitin-dependent protein catabolic process
GO:0004865,protein serine/threonine phosphatase inhibitor activity
GO:0035308,negative regulation of protein dephosphorylation
GO:0000164,protein phosphatase type 1 complex
GO:0061630,ubiquitin protein ligase activity
GO:0008157,protein phosphatase 1 binding
GO:0050830,defense response to Gram-positive bacterium
GO:0050710,negative regulation of cytokine secretion
GO:0032515,negative regulation of phosphoprotein phosphatase activity
GO:0048168,regulation of neuronal synaptic plasticity
GO:0004672,protein kinase activity
GO:0004674,protein serine/threonine kinase activity
GO:0006468,protein phosphorylation
GO:0023014,signal transduction by protein phosphorylation
GO:0000165,MAPK cascade
GO:0048812,neuron projection morphogenesis
GO:0031532,actin cytoskeleton reorganization
GO:0031098,stress-activated protein kinase signaling cascade
GO:0032147,activation of protein kinase activity
GO:0006915,apoptotic process
GO:0010008,endosome membrane
GO:0055038,recycling endosome membrane
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0070936,protein K48-linked ubiquitination
GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway
GO:0010762,regulation of fibroblast migration
GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
GO:1901797,negative regulation of signal transduction by p53 class mediator
GO:2001271,negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis
GO:0002947,tumor necrosis factor receptor superfamily complex
GO:0002020,protease binding
GO:0002039,p53 binding
GO:0031625,ubiquitin protein ligase binding
GO:0003677,DNA binding
GO:0070979,protein K11-linked ubiquitination
GO:0005680,anaphase-promoting complex
GO:0005876,spindle microtubule
GO:0006470,protein dephosphorylation
GO:0004722,protein serine/threonine phosphatase activity
GO:0019209,kinase activator activity
GO:0048273,mitogen-activated protein kinase p38 binding
GO:0000185,activation of MAPKKK activity
GO:0003007,heart morphogenesis
GO:0003279,cardiac septum development
GO:0007179,transforming growth factor beta receptor signaling pathway
GO:0030324,lung development
GO:0035904,aorta development
GO:0043406,positive regulation of MAP kinase activity
GO:0060976,coronary vasculature development
GO:0016607,nuclear speck
GO:0006281,DNA repair
GO:0003909,DNA ligase activity
GO:0003910,DNA ligase (ATP) activity
GO:0006273,lagging strand elongation
GO:0006288,"base-excision repair, DNA ligation"
GO:0043504,mitochondrial DNA repair
GO:0097681,double-strand break repair via alternative nonhomologous end joining
GO:0006310,DNA recombination
GO:0006260,DNA replication
GO:0016874,ligase activity
GO:0006974,cellular response to DNA damage stimulus
GO:0051103,DNA ligation involved in DNA repair
GO:0071897,DNA biosynthetic process
GO:0006302,double-strand break repair
GO:0090298,negative regulation of mitochondrial DNA replication
GO:0043295,glutathione binding
GO:0017124,SH3 domain binding
GO:0050750,low-density lipoprotein particle receptor binding
GO:0005887,integral component of plasma membrane
GO:0005794,Golgi apparatus
GO:0005525,GTP binding
GO:0003924,GTPase activity
GO:0043565,sequence-specific DNA binding
GO:0035064,methylated histone binding
GO:0003682,chromatin binding
GO:0045893,"positive regulation of transcription, DNA-templated"
GO:0031491,nucleosome binding
GO:0035098,ESC/E(Z) complex
GO:0061087,positive regulation of histone H3-K27 methylation
GO:0031060,regulation of histone methylation
GO:0061086,negative regulation of histone H3-K27 methylation
GO:0035861,site of double-strand break
GO:0007186,G-protein coupled receptor signaling pathway
GO:0004930,G-protein coupled receptor activity
GO:0007165,signal transduction
GO:0008066,glutamate receptor activity
GO:0007193,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway
GO:0007196,adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway
GO:0005776,autophagosome
GO:0019236,response to pheromone
GO:0015914,phospholipid transport
GO:1990050,phosphatidic acid transporter activity
GO:0005758,mitochondrial intermembrane space
GO:0010917,negative regulation of mitochondrial membrane potential
GO:0010950,positive regulation of endopeptidase activity
GO:0043066,negative regulation of apoptotic process
GO:0045580,regulation of T cell differentiation
GO:0051881,regulation of mitochondrial membrane potential
GO:0070234,positive regulation of T cell apoptotic process
GO:0090201,negative regulation of release of cytochrome c from mitochondria
GO:0097035,regulation of membrane lipid distribution
GO:1901857,positive regulation of cellular respiration
GO:2001140,positive regulation of phospholipid transport
GO:0016324,apical plasma membrane
GO:0070373,negative regulation of ERK1 and ERK2 cascade
GO:0010765,positive regulation of sodium ion transport
GO:0033137,negative regulation of peptidyl-serine phosphorylation
GO:2000651,positive regulation of sodium ion transmembrane transporter activity
GO:0001764,neuron migration
GO:0005178,integrin binding
GO:0002076,osteoblast development
GO:0007160,cell-matrix adhesion
GO:0007409,axonogenesis
GO:0033689,negative regulation of osteoblast proliferation
GO:0045668,negative regulation of osteoblast differentiation
GO:1905240,negative regulation of canonical Wnt signaling pathway involved in osteoblast differentiation
GO:1990138,neuron projection extension
GO:0009986,cell surface
GO:0031012,extracellular matrix
GO:0097442,CA3 pyramidal cell dendrite
GO:1990026,hippocampal mossy fiber expansion
GO:0005615,extracellular space
GO:0070327,thyroid hormone transport
GO:0004842,ubiquitin-protein transferase activity
GO:0045183,"translation factor activity, non-nucleic acid binding"
GO:0006417,regulation of translation
GO:0006513,protein monoubiquitination
GO:0007288,sperm axoneme assembly
GO:0007420,brain development
GO:0007519,skeletal muscle tissue development
GO:0008285,negative regulation of cell proliferation
GO:0030317,flagellated sperm motility
GO:0043065,positive regulation of apoptotic process
GO:0045741,positive regulation of epidermal growth factor-activated receptor activity
GO:0045746,negative regulation of Notch signaling pathway
GO:0048170,positive regulation of long-term neuronal synaptic plasticity
GO:0051491,positive regulation of filopodium assembly
GO:0060999,positive regulation of dendritic spine development
GO:0071230,cellular response to amino acid stimulus
GO:0090129,positive regulation of synapse maturation
GO:0043197,dendritic spine
GO:0043204,perikaryon
GO:0097440,apical dendrite
GO:0000139,Golgi membrane
GO:0005802,trans-Golgi network
GO:0000138,Golgi trans cisterna
GO:0005797,Golgi medial cisterna
GO:0005198,structural molecule activity
GO:0005923,bicellular tight junction
GO:0016338,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules
GO:0060576,intestinal epithelial cell development
GO:0005801,cis-Golgi network
GO:0030134,COPII-coated ER to Golgi transport vesicle
GO:0043235,receptor complex
GO:0006855,drug transmembrane transport
GO:0017127,cholesterol transporter activity
GO:0015238,drug transmembrane transporter activity
GO:0042626,"ATPase activity, coupled to transmembrane movement of substances"
GO:0033344,cholesterol efflux
GO:0000922,spindle pole
GO:0046907,intracellular transport
GO:0006886,intracellular protein transport
GO:0016192,vesicle-mediated transport
GO:1903292,protein localization to Golgi membrane
GO:0004364,glutathione transferase activity
GO:0007166,cell surface receptor signaling pathway
GO:0005509,calcium ion binding
GO:0004888,transmembrane signaling receptor activity
GO:0007189,adenylate cyclase-activating G-protein coupled receptor signaling pathway
GO:0098869,cellular oxidant detoxification
GO:0045174,glutathione dehydrogenase (ascorbate) activity
GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0019852,L-ascorbic acid metabolic process
GO:0042178,xenobiotic catabolic process
GO:0060315,negative regulation of ryanodine-sensitive calcium-release channel activity
GO:0060316,positive regulation of ryanodine-sensitive calcium-release channel activity
GO:0071243,cellular response to arsenic-containing substance
GO:0006044,N-acetylglucosamine metabolic process
GO:0016757,"transferase activity, transferring glycosyl groups"
GO:0006486,protein glycosylation
GO:0006487,protein N-linked glycosylation
GO:0003830,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"
GO:0006805,xenobiotic metabolic process
GO:0050610,methylarsonate reductase activity
GO:0016798,"hydrolase activity, acting on glycosyl bonds"
GO:0006471,protein ADP-ribosylation
GO:0003956,NAD(P)+-protein-arginine ADP-ribosyltransferase activity
GO:0003950,NAD+ ADP-ribosyltransferase activity
GO:0018120,peptidyl-arginine ADP-ribosylation
GO:0061810,NAD glycohydrolase activity
GO:0019677,NAD catabolic process
GO:0008233,peptidase activity
GO:0004843,thiol-dependent ubiquitin-specific protease activity
GO:0036459,thiol-dependent ubiquitinyl hydrolase activity
GO:0016579,protein deubiquitination
GO:0008234,cysteine-type peptidase activity
GO:0001664,G-protein coupled receptor binding
GO:0004197,cysteine-type endopeptidase activity
GO:0008277,regulation of G-protein coupled receptor protein signaling pathway
GO:0070536,protein K63-linked deubiquitination
GO:0071108,protein K48-linked deubiquitination
GO:0003723,RNA binding
GO:0007005,mitochondrion organization
GO:0048312,intracellular distribution of mitochondria
GO:0003729,mRNA binding
GO:0034220,ion transmembrane transport
GO:0007154,cell communication
GO:0005922,connexin complex
GO:0007267,cell-cell signaling
GO:0005921,gap junction
GO:0005216,ion channel activity
GO:0005243,gap junction channel activity
GO:0086077,gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling
GO:0001570,vasculogenesis
GO:0007268,chemical synaptic transmission
GO:0007507,heart development
GO:0007601,visual perception
GO:0016264,gap junction assembly
GO:0048468,cell development
GO:0048738,cardiac muscle tissue development
GO:0086053,AV node cell to bundle of His cell communication by electrical coupling
GO:0005730,nucleolus
GO:0045727,positive regulation of translation
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GO:0042162,telomeric DNA binding
GO:0035145,exon-exon junction complex
GO:0010038,response to metal ion
GO:0019899,enzyme binding
GO:0008104,protein localization
GO:0043269,regulation of ion transport
GO:0003844,"1,4-alpha-glucan branching enzyme activity"
GO:0005978,glycogen biosynthetic process
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
GO:0008306,associative learning
GO:0098962,regulation of postsynaptic neurotransmitter receptor activity
GO:0043169,cation binding
GO:0045087,innate immune response
GO:0046597,negative regulation of viral entry into host cell
GO:0071456,cellular response to hypoxia
GO:0005741,mitochondrial outer membrane
GO:0090314,positive regulation of protein targeting to membrane
GO:0000266,mitochondrial fission
GO:0090141,positive regulation of mitochondrial fission
GO:0030215,semaphorin receptor binding
GO:0038191,neuropilin binding
GO:0045499,chemorepellent activity
GO:0001755,neural crest cell migration
GO:0030335,positive regulation of cell migration
GO:0048843,negative regulation of axon extension involved in axon guidance
GO:0050919,negative chemotaxis
GO:0071526,semaphorin-plexin signaling pathway
GO:0035176,social behavior
GO:0005102,signaling receptor binding
GO:0038023,signaling receptor activity
GO:0000122,negative regulation of transcription by RNA polymerase II
GO:0001934,positive regulation of protein phosphorylation
GO:0007162,negative regulation of cell adhesion
GO:0008360,regulation of cell shape
GO:0010693,negative regulation of alkaline phosphatase activity
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling
GO:0031344,regulation of cell projection organization
GO:0043547,positive regulation of GTPase activity
GO:0043931,ossification involved in bone maturation
GO:0048672,positive regulation of collateral sprouting
GO:0048814,regulation of dendrite morphogenesis
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation
GO:0050772,positive regulation of axonogenesis
GO:0070486,leukocyte aggregation
GO:1900220,semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis
GO:0006366,transcription by RNA polymerase II
GO:0051481,negative regulation of cytosolic calcium ion concentration
GO:0016525,negative regulation of angiogenesis
GO:0006351,"transcription, DNA-templated"
GO:0016301,kinase activity
GO:0016310,phosphorylation
GO:0003951,NAD+ kinase activity
GO:0042803,protein homodimerization activity
GO:0006741,NADP biosynthetic process
GO:0019674,NAD metabolic process
GO:0005544,calcium-dependent phospholipid binding
GO:0006909,phagocytosis
GO:0008429,phosphatidylethanolamine binding
GO:0048306,calcium-dependent protein binding
GO:0044548,S100 protein binding
GO:0032506,cytokinetic process
GO:0042581,specific granule
GO:0042582,azurophil granule
GO:0045335,phagocytic vesicle
GO:0008289,lipid binding
GO:0000977,RNA polymerase II regulatory region sequence-specific DNA binding
GO:0045944,positive regulation of transcription by RNA polymerase II
GO:0006357,regulation of transcription by RNA polymerase II
GO:0001228,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding"
GO:0009888,tissue development
GO:0009952,anterior/posterior pattern specification
GO:0030178,negative regulation of Wnt signaling pathway
GO:0030855,epithelial cell differentiation
GO:0048513,animal organ development
GO:0048536,spleen development
GO:0048856,anatomical structure development
GO:0055123,digestive system development
GO:0016758,"transferase activity, transferring hexosyl groups"
GO:0006488,dolichol-linked oligosaccharide biosynthetic process
GO:0004577,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity
GO:0003735,structural constituent of ribosome
GO:0006412,translation
GO:0005840,ribosome
GO:0005763,mitochondrial small ribosomal subunit
GO:0008022,protein C-terminus binding
GO:0044547,DNA topoisomerase binding
GO:0048027,mRNA 5'-UTR binding
GO:0001525,angiogenesis
GO:0017148,negative regulation of translation
GO:0071364,cellular response to epidermal growth factor stimulus
GO:1901838,positive regulation of transcription of nucleolar large rRNA by RNA polymerase I
GO:1990830,cellular response to leukemia inhibitory factor
GO:0005938,cell cortex
GO:0036464,cytoplasmic ribonucleoprotein granule
GO:1990904,ribonucleoprotein complex
GO:0007411,axon guidance
GO:0035385,Roundabout signaling pathway
GO:0008046,axon guidance receptor activity
GO:0001657,ureteric bud development
GO:0001822,kidney development
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules
GO:0021510,spinal cord development
GO:0032870,cellular response to hormone stimulus
GO:0050925,negative regulation of negative chemotaxis
GO:0061364,apoptotic process involved in luteolysis
GO:0030673,axolemma
GO:0008152,metabolic process
GO:0051384,response to glucocorticoid
GO:0071548,response to dexamethasone
GO:0032496,response to lipopolysaccharide
GO:0044344,cellular response to fibroblast growth factor stimulus
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process
GO:0010043,response to zinc ion
GO:0048545,response to steroid hormone
GO:0051591,response to cAMP
GO:0001889,liver development
GO:0004175,endopeptidase activity
GO:0032094,response to food
GO:0006541,glutamine metabolic process
GO:0071320,cellular response to cAMP
GO:0014075,response to amine
GO:0070365,hepatocyte differentiation
GO:0006807,nitrogen compound metabolic process
GO:0042594,response to starvation
GO:0060416,response to growth hormone
GO:0016595,glutamate binding
GO:0043200,response to amino acid
GO:0004070,aspartate carbamoyltransferase activity
GO:0004087,carbamoyl-phosphate synthase (ammonia) activity
GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
GO:0004151,dihydroorotase activity
GO:0000050,urea cycle
GO:0006526,arginine biosynthetic process
GO:0070409,carbamoyl phosphate biosynthetic process
GO:0007494,midgut development
GO:0034201,response to oleic acid
GO:0005543,phospholipid binding
GO:0055081,anion homeostasis
GO:0071377,cellular response to glucagon stimulus
GO:0072341,modified amino acid binding
GO:0019433,triglyceride catabolic process
GO:0042311,vasodilation
GO:0046209,nitric oxide metabolic process
GO:0050667,homocysteine metabolic process
GO:0071400,cellular response to oleic acid
GO:1903718,cellular response to ammonia
GO:0042645,mitochondrial nucleoid
GO:0006338,chromatin remodeling
GO:0016514,SWI/SNF complex
GO:1904385,cellular response to angiotensin
GO:0071565,nBAF complex
GO:0002931,response to ischemia
GO:0070603,SWI/SNF superfamily-type complex
GO:0010469,regulation of signaling receptor activity
GO:0005576,extracellular region
GO:0006954,inflammatory response
GO:0005125,cytokine activity
GO:0001503,ossification
GO:0048471,perinuclear region of cytoplasm
GO:0045780,positive regulation of bone resorption
GO:0001649,osteoblast differentiation
GO:0010033,response to organic substance
GO:0030154,cell differentiation
GO:0050840,extracellular matrix binding
GO:0031982,vesicle
GO:0031214,biomineral tissue development
GO:0006710,androgen catabolic process
GO:0033280,response to vitamin D
GO:0048685,negative regulation of collateral sprouting of intact axon in response to injury
GO:0071394,cellular response to testosterone stimulus
GO:2000866,positive regulation of estradiol secretion
GO:0004497,monooxygenase activity
GO:0005506,iron ion binding
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
GO:0008202,steroid metabolic process
GO:0042572,retinol metabolic process
GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
GO:0002930,trabecular meshwork development
GO:0006725,cellular aromatic compound metabolic process
GO:0006809,nitric oxide biosynthetic process
GO:0008210,estrogen metabolic process
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress
GO:0009404,toxin metabolic process
GO:0010575,positive regulation of vascular endothelial growth factor production
GO:0019369,arachidonic acid metabolic process
GO:0030199,collagen fibril organization
GO:0030336,negative regulation of cell migration
GO:0032088,negative regulation of NF-kappaB transcription factor activity
GO:0033629,negative regulation of cell adhesion mediated by integrin
GO:0042574,retinal metabolic process
GO:0043542,endothelial cell migration
GO:0045766,positive regulation of angiogenesis
GO:0046427,positive regulation of JAK-STAT cascade
GO:0046466,membrane lipid catabolic process
GO:0048514,blood vessel morphogenesis
GO:0061298,retina vasculature development in camera-type eye
GO:0061304,retinal blood vessel morphogenesis
GO:0070301,cellular response to hydrogen peroxide
GO:0071407,cellular response to organic cyclic compound
GO:0071603,endothelial cell-cell adhesion
GO:2000377,regulation of reactive oxygen species metabolic process
GO:0005096,GTPase activator activity
GO:0043087,regulation of GTPase activity
GO:0046580,negative regulation of Ras protein signal transduction
GO:0007265,Ras protein signal transduction
GO:0007389,pattern specification process
GO:0008542,visual learning
GO:0016358,dendrite development
GO:0043113,receptor clustering
GO:0043408,regulation of MAPK cascade
GO:0043524,negative regulation of neuron apoptotic process
GO:0048169,regulation of long-term neuronal synaptic plasticity
GO:0050771,negative regulation of axonogenesis
GO:0050803,regulation of synapse structure or activity
GO:0043198,dendritic shaft
GO:0010468,regulation of gene expression
GO:0005777,peroxisome
GO:0046856,phosphatidylinositol dephosphorylation
GO:0030308,negative regulation of cell growth
GO:0042177,negative regulation of protein catabolic process
GO:0045116,protein neddylation
GO:1900181,negative regulation of protein localization to nucleus
GO:0008385,IkappaB kinase complex
GO:0042169,SH2 domain binding
GO:0001958,endochondral ossification
GO:0006897,endocytosis
GO:0007015,actin filament organization
GO:0005042,netrin receptor activity
GO:0038007,netrin-activated signaling pathway
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling
GO:0046330,positive regulation of JNK cascade
GO:2001222,regulation of neuron migration
GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
GO:0008134,transcription factor binding
GO:0120163,negative regulation of cold-induced thermogenesis
GO:0030182,neuron differentiation
GO:0000978,RNA polymerase II proximal promoter sequence-specific DNA binding
GO:0000980,RNA polymerase II distal enhancer sequence-specific DNA binding
GO:0001077,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding"
GO:0001085,RNA polymerase II transcription factor binding
GO:0043522,leucine zipper domain binding
GO:0044212,transcription regulatory region DNA binding
GO:0006094,gluconeogenesis
GO:0006874,cellular calcium ion homeostasis
GO:0007623,circadian rhythm
GO:0010628,positive regulation of gene expression
GO:0032922,circadian regulation of gene expression
GO:0034198,cellular response to amino acid starvation
GO:0034976,response to endoplasmic reticulum stress
GO:0036091,positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress
GO:0036499,PERK-mediated unfolded protein response
GO:0042149,cellular response to glucose starvation
GO:0042789,mRNA transcription by RNA polymerase II
GO:0043525,positive regulation of neuron apoptotic process
GO:0045943,positive regulation of transcription by RNA polymerase I
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
GO:0070169,positive regulation of biomineral tissue development
GO:1903204,negative regulation of oxidative stress-induced neuron death
GO:1903351,cellular response to dopamine
GO:1905461,positive regulation of vascular associated smooth muscle cell apoptotic process
GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
GO:2000120,positive regulation of sodium-dependent phosphate transport
GO:0005667,transcription factor complex
GO:0034399,nuclear periphery
GO:0090575,RNA polymerase II transcription factor complex
GO:1990037,Lewy body core
GO:1990589,ATF4-CREB1 transcription factor complex
GO:1990590,ATF1-ATF4 transcription factor complex
GO:1990617,CHOP-ATF4 complex
GO:0090650,cellular response to oxygen-glucose deprivation
GO:0034644,cellular response to UV
GO:0007214,gamma-aminobutyric acid signaling pathway
GO:0048511,rhythmic process
GO:0043267,negative regulation of potassium ion transport
GO:0032590,dendrite membrane
GO:0032057,negative regulation of translational initiation in response to stress
GO:1990737,response to manganese-induced endoplasmic reticulum stress
GO:0060271,cilium assembly
GO:0007224,smoothened signaling pathway
GO:0043393,regulation of protein binding
GO:0044782,cilium organization
GO:0045184,establishment of protein localization
