GO.ID,GO_full_name
GO:0000287,magnesium ion binding
GO:0008253,5'-nucleotidase activity
GO:0009117,nucleotide metabolic process
GO:0004888,transmembrane signaling receptor activity
GO:0004419,hydroxymethylglutaryl-CoA lyase activity
GO:0006552,leucine catabolic process
GO:0046951,ketone body biosynthetic process
GO:0030218,erythrocyte differentiation
GO:0051301,cell division
GO:0006368,transcription elongation from RNA polymerase II promoter
GO:0016570,histone modification
GO:0016593,Cdc73/Paf1 complex
GO:0007507,heart development
GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter
GO:0000993,RNA polymerase II complex binding
GO:0034402,recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex
GO:0021529,spinal cord oligodendrocyte cell differentiation
GO:0034243,regulation of transcription elongation from RNA polymerase II promoter
GO:0005272,sodium channel activity
GO:0006814,sodium ion transport
GO:0035725,sodium ion transmembrane transport
GO:0005244,voltage-gated ion channel activity
GO:0034765,regulation of ion transmembrane transport
GO:0008045,motor neuron axon guidance
GO:0008345,larval locomotory behavior
GO:0030424,axon
GO:0005248,voltage-gated sodium channel activity
GO:0001518,voltage-gated sodium channel complex
GO:0019228,neuronal action potential
GO:0086010,membrane depolarization during action potential
GO:0007638,mechanosensory behavior
GO:0016301,kinase activity
GO:0016773,"phosphotransferase activity, alcohol group as acceptor"
GO:0006012,galactose metabolic process
GO:0033499,galactose catabolic process via UDP-galactose
GO:0004335,galactokinase activity
GO:0005534,galactose binding
GO:0046835,carbohydrate phosphorylation
GO:0005654,nucleoplasm
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome"
GO:0003723,RNA binding
GO:0008270,zinc ion binding
GO:0006351,"transcription, DNA-templated"
GO:0005515,protein binding
GO:0000145,exocyst
GO:0001927,exocyst assembly
GO:0006893,Golgi to plasma membrane transport
GO:0009966,regulation of signal transduction
GO:0006886,intracellular protein transport
GO:0017137,Rab GTPase binding
GO:0005096,GTPase activator activity
GO:0090630,activation of GTPase activity
GO:0005769,early endosome
GO:0004222,metalloendopeptidase activity
GO:0008237,metallopeptidase activity
GO:0006508,proteolysis
GO:0030513,positive regulation of BMP signaling pathway
GO:0008233,peptidase activity
GO:0007275,multicellular organism development
GO:0009953,dorsal/ventral pattern formation
GO:0001568,blood vessel development
GO:0048264,determination of ventral identity
GO:0035124,embryonic caudal fin morphogenesis
GO:0001885,endothelial cell development
GO:0001707,mesoderm formation
GO:0035162,embryonic hemopoiesis
GO:0036342,post-anal tail morphogenesis
GO:0007189,adenylate cyclase-activating G-protein coupled receptor signaling pathway
GO:0005044,scavenger receptor activity
GO:0006898,receptor-mediated endocytosis
GO:0009986,cell surface
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules
GO:0008092,cytoskeletal protein binding
GO:0045296,cadherin binding
GO:0007043,cell-cell junction assembly
GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0034332,adherens junction organization
GO:0044331,cell-cell adhesion mediated by cadherin
GO:0098609,cell-cell adhesion
GO:0005913,cell-cell adherens junction
GO:0016342,catenin complex
GO:0005694,chromosome
GO:0006310,DNA recombination
GO:0007283,spermatogenesis
GO:0051321,meiotic cell cycle
GO:0042138,meiotic DNA double-strand break formation
GO:0048477,oogenesis
GO:0007129,synapsis
GO:0000800,lateral element
GO:0005452,inorganic anion exchanger activity
GO:0008509,anion transmembrane transporter activity
GO:0006820,anion transport
GO:0015698,inorganic anion transport
GO:0015701,bicarbonate transport
GO:0051453,regulation of intracellular pH
GO:0098656,anion transmembrane transport
GO:0008510,sodium:bicarbonate symporter activity
GO:0005615,extracellular space
GO:0010506,regulation of autophagy
GO:0043547,positive regulation of GTPase activity
GO:0005085,guanyl-nucleotide exchange factor activity
GO:0005777,peroxisome
GO:0005778,peroxisomal membrane
GO:0016560,"protein import into peroxisome matrix, docking"
GO:1990429,peroxisomal importomer complex
GO:0008234,cysteine-type peptidase activity
GO:0006915,apoptotic process
GO:0004197,cysteine-type endopeptidase activity
GO:0097153,cysteine-type endopeptidase activity involved in apoptotic process
GO:0071466,cellular response to xenobiotic stimulus
GO:0043065,positive regulation of apoptotic process
GO:0048696,regulation of collateral sprouting in absence of injury
GO:0071236,cellular response to antibiotic
GO:0071300,cellular response to retinoic acid
GO:0043231,intracellular membrane-bounded organelle
GO:0016758,"transferase activity, transferring hexosyl groups"
GO:0008194,UDP-glycosyltransferase activity
GO:0015020,glucuronosyltransferase activity
GO:0036459,thiol-dependent ubiquitinyl hydrolase activity
GO:0016579,protein deubiquitination
GO:0008028,monocarboxylic acid transmembrane transporter activity
GO:0015718,monocarboxylic acid transport
GO:0016567,protein ubiquitination
GO:0004842,ubiquitin-protein transferase activity
GO:0006357,regulation of transcription by RNA polymerase II
GO:0048793,pronephros development
GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
GO:0032835,glomerulus development
GO:0030325,adrenal gland development
GO:0039021,pronephric glomerulus development
GO:0039022,pronephric duct development
GO:0072149,glomerular visceral epithelial cell fate commitment
GO:0061032,visceral serous pericardium development
GO:0072112,glomerular visceral epithelial cell differentiation
GO:0004100,chitin synthase activity
GO:0006031,chitin biosynthetic process
GO:0030428,cell septum
GO:0005730,nucleolus
GO:0042273,ribosomal large subunit biogenesis
GO:0042274,ribosomal small subunit biogenesis
GO:0000977,RNA polymerase II regulatory region sequence-specific DNA binding
GO:0001078,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding"
GO:0051260,protein homooligomerization
GO:0044212,transcription regulatory region DNA binding
GO:0008283,cell proliferation
GO:0005506,iron ion binding
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
GO:0031418,L-ascorbic acid binding
GO:0050023,L-fuconate dehydratase activity
GO:0016052,carbohydrate catabolic process
GO:0048786,presynaptic active zone
GO:0005764,lysosome
GO:0005765,lysosomal membrane
GO:1903508,positive regulation of nucleic acid-templated transcription
GO:0042692,muscle cell differentiation
GO:0010469,regulation of signaling receptor activity
GO:0005179,hormone activity
GO:0004843,thiol-dependent ubiquitin-specific protease activity
GO:0006511,ubiquitin-dependent protein catabolic process
GO:0016874,ligase activity
GO:0000902,cell morphogenesis
GO:0030036,actin cytoskeleton organization
GO:0015629,actin cytoskeleton
GO:0004386,helicase activity
GO:0031047,gene silencing by RNA
GO:0000932,P-body
GO:0035279,mRNA cleavage involved in gene silencing by miRNA
GO:0035194,posttranscriptional gene silencing by RNA
GO:0043186,P granule
GO:0009063,cellular amino acid catabolic process
GO:0019079,viral genome replication
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0071986,Ragulator complex
GO:0005125,cytokine activity
GO:0005160,transforming growth factor beta receptor binding
GO:0008083,growth factor activity
GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation
GO:0042981,regulation of apoptotic process
GO:0043408,regulation of MAPK cascade
GO:0048468,cell development
GO:0060395,SMAD protein signal transduction
GO:0009952,anterior/posterior pattern specification
GO:0006313,"transposition, DNA-mediated"
GO:0004803,transposase activity
GO:0006486,protein glycosylation
GO:0008376,acetylgalactosaminyltransferase activity
GO:0008378,galactosyltransferase activity
GO:0008499,"UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity"
GO:0006487,protein N-linked glycosylation
GO:0009312,oligosaccharide biosynthetic process
GO:0048666,neuron development
GO:0061551,trigeminal ganglion development
GO:0032040,small-subunit processome
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0060271,cilium assembly
GO:0044782,cilium organization
GO:0070189,kynurenine metabolic process
GO:0097052,L-kynurenine metabolic process
GO:0016212,kynurenine-oxoglutarate transaminase activity
GO:0047804,cysteine-S-conjugate beta-lyase activity
GO:0070548,L-glutamine aminotransferase activity
GO:0006575,cellular modified amino acid metabolic process
GO:0005537,mannose binding
GO:0001867,"complement activation, lectin pathway"
GO:0102077,oleamide hydrolase activity
GO:0103073,anandamide amidohydrolase activity
GO:0003707,steroid hormone receptor activity
GO:0043401,steroid hormone mediated signaling pathway
GO:0045892,"negative regulation of transcription, DNA-templated"
GO:0004886,9-cis retinoic acid receptor activity
GO:0048384,retinoic acid receptor signaling pathway
GO:0016323,basolateral plasma membrane
GO:0098793,presynapse
GO:0005911,cell-cell junction
GO:0007269,neurotransmitter secretion
GO:1903361,protein localization to basolateral plasma membrane
GO:0008022,protein C-terminus binding
GO:0008430,selenium binding
GO:0008284,positive regulation of cell proliferation
GO:0001664,G-protein coupled receptor binding
GO:0000187,activation of MAPK activity
GO:0007623,circadian rhythm
GO:0045765,regulation of angiogenesis
GO:0006366,transcription by RNA polymerase II
GO:0043010,camera-type eye development
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway
GO:0031018,endocrine pancreas development
GO:1990798,pancreas regeneration
GO:0003323,type B pancreatic cell development
GO:0042593,glucose homeostasis
GO:0055074,calcium ion homeostasis
GO:0060041,retina development in camera-type eye
GO:0000398,"mRNA splicing, via spliceosome"
GO:0046540,U4/U6 x U5 tri-snRNP complex
GO:0006397,mRNA processing
GO:0050853,B cell receptor signaling pathway
GO:0030183,B cell differentiation
GO:0019815,B cell receptor complex
GO:0008381,mechanosensitive ion channel activity
GO:0003341,cilium movement
GO:0007049,cell cycle
GO:0032515,negative regulation of phosphoprotein phosphatase activity
GO:0004864,protein phosphatase inhibitor activity
GO:0035308,negative regulation of protein dephosphorylation
GO:0035544,negative regulation of SNARE complex assembly
GO:0030170,pyridoxal phosphate binding
GO:0030151,molybdenum ion binding
GO:0031492,nucleosomal DNA binding
GO:0000785,chromatin
GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0101006,protein histidine phosphatase activity
GO:0035971,peptidyl-histidine dephosphorylation
GO:0070588,calcium ion transmembrane transport
GO:0060291,long-term synaptic potentiation
GO:0006874,cellular calcium ion homeostasis
GO:0005262,calcium channel activity
GO:0008273,"calcium, potassium:sodium antiporter activity"
GO:0060292,long term synaptic depression
GO:0004198,calcium-dependent cysteine-type endopeptidase activity
GO:0007586,digestion
GO:0007010,cytoskeleton organization
GO:0022604,regulation of cell morphogenesis
GO:0022008,neurogenesis
GO:0048923,posterior lateral line neuromast hair cell differentiation
GO:0042461,photoreceptor cell development
GO:0048924,posterior lateral line neuromast mantle cell differentiation
GO:0006672,ceramide metabolic process
GO:0090155,negative regulation of sphingolipid biosynthetic process
GO:0090156,cellular sphingolipid homeostasis
GO:1900060,negative regulation of ceramide biosynthetic process
GO:0035339,SPOTS complex
GO:0007204,positive regulation of cytosolic calcium ion concentration
GO:0006955,immune response
GO:0019722,calcium-mediated signaling
GO:0016493,C-C chemokine receptor activity
GO:0019956,chemokine binding
GO:0019957,C-C chemokine binding
GO:0060326,cell chemotaxis
GO:0070098,chemokine-mediated signaling pathway
GO:0035091,phosphatidylinositol binding
GO:0042541,hemoglobin biosynthetic process
GO:0006783,heme biosynthetic process
GO:0016592,mediator complex
GO:0003712,transcription coregulator activity
GO:0005385,zinc ion transmembrane transporter activity
GO:0046873,metal ion transmembrane transporter activity
GO:0006829,zinc ion transport
GO:0030001,metal ion transport
GO:0071577,zinc ion transmembrane transport
GO:0048747,muscle fiber development
GO:0007368,determination of left/right symmetry
GO:0001756,somitogenesis
GO:0080048,GDP-D-glucose phosphorylase activity
GO:0016310,phosphorylation
GO:0016477,cell migration
GO:0048015,phosphatidylinositol-mediated signaling
GO:0014065,phosphatidylinositol 3-kinase signaling
GO:0005942,phosphatidylinositol 3-kinase complex
GO:0016303,1-phosphatidylinositol-3-kinase activity
GO:0035005,1-phosphatidylinositol-4-phosphate 3-kinase activity
GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process
GO:0046854,phosphatidylinositol phosphorylation
GO:0046934,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
GO:0030168,platelet activation
GO:0005943,"phosphatidylinositol 3-kinase complex, class IA"
GO:0007229,integrin-mediated signaling pathway
GO:0003684,damaged DNA binding
GO:0003690,double-stranded DNA binding
GO:0000724,double-strand break repair via homologous recombination
GO:0003697,single-stranded DNA binding
GO:0000403,Y-form DNA binding
GO:0035861,site of double-strand break
GO:0000014,single-stranded DNA endodeoxyribonuclease activity
GO:0000406,double-strand/single-strand DNA junction binding
GO:0006289,nucleotide-excision repair
GO:0070336,flap-structured DNA binding
GO:0010792,DNA double-strand break processing involved in repair via single-strand annealing
GO:0030154,cell differentiation
GO:0038023,signaling receptor activity
GO:0048839,inner ear development
GO:0009755,hormone-mediated signaling pathway
GO:0009887,animal organ morphogenesis
GO:0090575,RNA polymerase II transcription factor complex
GO:0000976,transcription regulatory region sequence-specific DNA binding
GO:0004887,thyroid hormone receptor activity
GO:0030374,nuclear receptor transcription coactivator activity
GO:0004879,nuclear receptor activity
GO:0033993,response to lipid
GO:0030878,thyroid gland development
GO:0060509,type I pneumocyte differentiation
GO:0046549,retinal cone cell development
GO:0002154,thyroid hormone mediated signaling pathway
GO:0070324,thyroid hormone binding
GO:0050840,extracellular matrix binding
GO:1990430,extracellular matrix protein binding
GO:0030259,lipid glycosylation
GO:0031982,vesicle
GO:0006408,snRNA export from nucleus
GO:0030522,intracellular receptor signaling pathway
GO:0015179,L-amino acid transmembrane transporter activity
GO:1902475,L-alpha-amino acid transmembrane transport
GO:0015175,neutral amino acid transmembrane transporter activity
GO:0015804,neutral amino acid transport
GO:0045893,"positive regulation of transcription, DNA-templated"
GO:0007130,synaptonemal complex assembly
GO:0051177,meiotic sister chromatid cohesion
GO:0051598,meiotic recombination checkpoint
GO:0060629,regulation of homologous chromosome segregation
GO:0030100,regulation of endocytosis
GO:0016494,C-X-C chemokine receptor activity
GO:0005856,cytoskeleton
GO:0005184,neuropeptide hormone activity
GO:0000186,activation of MAPKK activity
GO:0008343,adult feeding behavior
GO:0009267,cellular response to starvation
GO:0032099,negative regulation of appetite
GO:0009058,biosynthetic process
GO:0042742,defense response to bacterium
GO:0042119,neutrophil activation
GO:0051916,granulocyte colony-stimulating factor binding
GO:0008360,regulation of cell shape
GO:0004984,olfactory receptor activity
GO:0007608,sensory perception of smell
GO:0050896,response to stimulus
GO:0050911,detection of chemical stimulus involved in sensory perception of smell
GO:0008081,phosphoric diester hydrolase activity
GO:0008889,glycerophosphodiester phosphodiesterase activity
GO:0006897,endocytosis
GO:0015031,protein transport
GO:0000278,mitotic cell cycle
GO:0000281,mitotic cytokinesis
GO:0030659,cytoplasmic vesicle membrane
GO:0031410,cytoplasmic vesicle
GO:0004957,prostaglandin E receptor activity
GO:0006954,inflammatory response
GO:0005623,cell
GO:1903672,positive regulation of sprouting angiogenesis
GO:0004955,prostaglandin receptor activity
GO:1903670,regulation of sprouting angiogenesis
GO:0070531,BRCA1-A complex
GO:0070552,BRISC complex
GO:0019902,phosphatase binding
GO:0006364,rRNA processing
GO:0016887,ATPase activity
GO:0007018,microtubule-based movement
GO:0003777,microtubule motor activity
GO:0003774,motor activity
GO:0005871,kinesin complex
GO:0007052,mitotic spindle organization
GO:0003743,translation initiation factor activity
GO:0006413,translational initiation
GO:0005852,eukaryotic translation initiation factor 3 complex
GO:0005089,Rho guanyl-nucleotide exchange factor activity
GO:0035023,regulation of Rho protein signal transduction
GO:0050776,regulation of immune response
GO:0008285,negative regulation of cell proliferation
GO:0030971,receptor tyrosine kinase binding
GO:0061098,positive regulation of protein tyrosine kinase activity
GO:0030298,receptor signaling protein tyrosine kinase activator activity
GO:0030968,endoplasmic reticulum unfolded protein response
GO:0043130,ubiquitin binding
GO:1903003,positive regulation of protein deubiquitination
GO:0005768,endosome
GO:0005770,late endosome
GO:0032947,protein-containing complex scaffold activity
GO:0000921,septin ring assembly
GO:0005940,septin ring
GO:0015630,microtubule cytoskeleton
GO:0031105,septin complex
GO:0032160,septin filament array
GO:0006464,cellular protein modification process
GO:0005247,voltage-gated chloride channel activity
GO:0006821,chloride transport
GO:1902476,chloride transmembrane transport
GO:0009612,response to mechanical stimulus
GO:0042626,"ATPase activity, coupled to transmembrane movement of substances"
GO:0016853,isomerase activity
GO:0009982,pseudouridine synthase activity
GO:0001522,pseudouridine synthesis
GO:0008033,tRNA processing
GO:0009451,RNA modification
GO:1990481,mRNA pseudouridine synthesis
GO:0031119,tRNA pseudouridine synthesis
GO:0006096,glycolytic process
GO:0048029,monosaccharide binding
GO:0006094,gluconeogenesis
GO:0004347,glucose-6-phosphate isomerase activity
GO:0016866,intramolecular transferase activity
GO:0051156,glucose 6-phosphate metabolic process
GO:0048741,skeletal muscle fiber development
GO:0043005,neuron projection
GO:0046627,negative regulation of insulin receptor signaling pathway
GO:0051898,negative regulation of protein kinase B signaling
GO:0071356,cellular response to tumor necrosis factor
GO:0048471,perinuclear region of cytoplasm
GO:0072659,protein localization to plasma membrane
GO:0032869,cellular response to insulin stimulus
GO:0005802,trans-Golgi network
GO:0046856,phosphatidylinositol dephosphorylation
GO:0032587,ruffle membrane
GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
GO:0046855,inositol phosphate dephosphorylation
GO:0071320,cellular response to cAMP
GO:0005000,vasopressin receptor activity
GO:0016312,inositol bisphosphate phosphatase activity
GO:0034485,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"
GO:0006469,negative regulation of protein kinase activity
GO:0010801,negative regulation of peptidyl-threonine phosphorylation
GO:0010829,negative regulation of glucose transmembrane transport
GO:0032868,response to insulin
GO:0033137,negative regulation of peptidyl-serine phosphorylation
GO:0035305,negative regulation of dephosphorylation
GO:0043407,negative regulation of MAP kinase activity
GO:0043922,negative regulation by host of viral transcription
GO:0045719,negative regulation of glycogen biosynthetic process
GO:0045869,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate
GO:0051497,negative regulation of stress fiber assembly
GO:0051926,negative regulation of calcium ion transport
GO:0071364,cellular response to epidermal growth factor stimulus
GO:0090315,negative regulation of protein targeting to membrane
GO:2000466,negative regulation of glycogen (starch) synthase activity
GO:0001726,ruffle
GO:0005102,signaling receptor binding
GO:0050852,T cell receptor signaling pathway
GO:0004145,diamine N-acetyltransferase activity
GO:0008080,N-acetyltransferase activity
GO:0019809,spermidine binding
GO:0032918,spermidine acetylation
GO:0016817,"hydrolase activity, acting on acid anhydrides"
GO:0022900,electron transport chain
GO:1902600,proton transmembrane transport
GO:0021522,spinal cord motor neuron differentiation
GO:0004129,cytochrome-c oxidase activity
GO:0048568,embryonic organ development
GO:0030176,integral component of endoplasmic reticulum membrane
GO:0005459,UDP-galactose transmembrane transporter activity
GO:0008643,carbohydrate transport
GO:0072334,UDP-galactose transmembrane transport
GO:0004747,ribokinase activity
GO:0006014,D-ribose metabolic process
GO:0019303,D-ribose catabolic process
GO:0046513,ceramide biosynthetic process
GO:0050291,sphingosine N-acyltransferase activity
GO:0002250,adaptive immune response
GO:0016575,histone deacetylation
GO:0036269,swimming behavior
GO:0016580,Sin3 complex
GO:0043931,ossification involved in bone maturation
GO:1900176,negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:0031514,motile cilium
GO:0060216,definitive hemopoiesis
GO:0005929,cilium
GO:0036126,sperm flagellum
GO:0007288,sperm axoneme assembly
GO:0007031,peroxisome organization
GO:0016558,protein import into peroxisome matrix
GO:0006625,protein targeting to peroxisome
GO:0004994,somatostatin receptor activity
GO:0038170,somatostatin signaling pathway
GO:0004252,serine-type endopeptidase activity
GO:0006956,complement activation
GO:0004725,protein tyrosine phosphatase activity
GO:0006470,protein dephosphorylation
GO:0035335,peptidyl-tyrosine dephosphorylation
GO:0008138,protein tyrosine/serine/threonine phosphatase activity
GO:0016791,phosphatase activity
GO:0004721,phosphoprotein phosphatase activity
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0000188,inactivation of MAPK activity
GO:0042923,neuropeptide binding
GO:0007218,neuropeptide signaling pathway
GO:0061630,ubiquitin protein ligase activity
GO:0030433,ubiquitin-dependent ERAD pathway
GO:0001966,thigmotaxis
GO:1903069,regulation of ER-associated ubiquitin-dependent protein catabolic process
GO:0008009,chemokine activity
GO:0030593,neutrophil chemotaxis
GO:0048020,CCR chemokine receptor binding
GO:0002548,monocyte chemotaxis
GO:0048247,lymphocyte chemotaxis
GO:0070374,positive regulation of ERK1 and ERK2 cascade
GO:0071346,cellular response to interferon-gamma
