GO.ID,GO_full_name
GO:0010072,primary shoot apical meristem specification
GO:0071369,cellular response to ethylene stimulus
GO:0010233,phloem transport
GO:0009860,pollen tube growth
GO:0071732,cellular response to nitric oxide
GO:0071281,cellular response to iron ion
GO:0009555,pollen development
GO:0030410,nicotianamine synthase activity
GO:0030418,nicotianamine biosynthetic process
GO:0009117,nucleotide metabolic process
GO:0035529,NADH pyrophosphatase activity
GO:0004551,nucleotide diphosphatase activity
GO:0016787,hydrolase activity
GO:0047429,nucleoside-triphosphate diphosphatase activity
GO:0009143,nucleoside triphosphate catabolic process
GO:0009204,deoxyribonucleoside triphosphate catabolic process
GO:0031167,rRNA methylation
GO:0006364,rRNA processing
GO:0008649,rRNA methyltransferase activity
GO:0070043,rRNA (guanine-N7-)-methyltransferase activity
GO:0070476,rRNA (guanine-N7)-methylation
GO:0031640,killing of cells of other organism
GO:0050832,defense response to fungus
GO:0080163,regulation of protein serine/threonine phosphatase activity
GO:0010427,abscisic acid binding
GO:0038023,signaling receptor activity
GO:0042803,protein homodimerization activity
GO:0009738,abscisic acid-activated signaling pathway
GO:0004864,protein phosphatase inhibitor activity
GO:0032515,negative regulation of phosphoprotein phosphatase activity
GO:0009534,chloroplast thylakoid
GO:0050833,pyruvate transmembrane transporter activity
GO:0006849,plasma membrane pyruvate transport
GO:0090506,axillary shoot meristem initiation
GO:0044212,transcription regulatory region DNA binding
GO:0007275,multicellular organism development
GO:0043565,sequence-specific DNA binding
GO:0030154,cell differentiation
GO:0006351,"transcription, DNA-templated"
GO:2000022,regulation of jasmonic acid mediated signaling pathway
GO:0009753,response to jasmonic acid
GO:0009611,response to wounding
GO:0008033,tRNA processing
GO:0009019,tRNA (guanine-N1-)-methyltransferase activity
GO:0030488,tRNA methylation
GO:0052906,tRNA (guanine(37)-N(1))-methyltransferase activity
GO:0008175,tRNA methyltransferase activity
GO:0002939,tRNA N1-guanine methylation
GO:2000008,regulation of protein localization to cell surface
GO:0080155,regulation of double fertilization forming a zygote and endosperm
GO:0031982,vesicle
GO:0009567,double fertilization forming a zygote and endosperm
GO:0015171,amino acid transmembrane transporter activity
GO:0005774,vacuolar membrane
GO:0003333,amino acid transmembrane transport
GO:0006865,amino acid transport
GO:0006508,proteolysis
GO:0008233,peptidase activity
GO:0004252,serine-type endopeptidase activity
GO:0008236,serine-type peptidase activity
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
GO:0046283,anthocyanin-containing compound metabolic process
GO:0102483,scopolin beta-glucosidase activity
GO:0016798,"hydrolase activity, acting on glycosyl bonds"
GO:0008152,metabolic process
GO:0008422,beta-glucosidase activity
GO:0010073,meristem maintenance
GO:0043531,ADP binding
GO:0007165,signal transduction
GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity
GO:0007050,cell cycle arrest
GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0045786,negative regulation of cell cycle
GO:0007049,cell cycle
GO:0004860,protein kinase inhibitor activity
GO:0010225,response to UV-C
GO:0000781,"chromosome, telomeric region"
GO:0009267,cellular response to starvation
GO:0032508,DNA duplex unwinding
GO:0009378,four-way junction helicase activity
GO:0000400,four-way junction DNA binding
GO:0005813,centrosome
GO:0003676,nucleic acid binding
GO:0004386,helicase activity
GO:0006310,DNA recombination
GO:0006281,DNA repair
GO:0000724,double-strand break repair via homologous recombination
GO:0005694,chromosome
GO:0043138,3'-5' DNA helicase activity
GO:0000287,magnesium ion binding
GO:0003682,chromatin binding
GO:0030145,manganese ion binding
GO:0006284,base-excision repair
GO:0008408,3'-5' exonuclease activity
GO:0044877,protein-containing complex binding
GO:0043140,GO_0043140
GO:0031297,replication fork processing
GO:0006268,DNA unwinding involved in DNA replication
GO:0071480,cellular response to gamma radiation
GO:0035861,site of double-strand break
GO:0000405,bubble DNA binding
GO:0098530,positive regulation of strand invasion
GO:0010259,multicellular organism aging
GO:0061749,forked DNA-dependent helicase activity
GO:0000731,DNA synthesis involved in DNA repair
GO:0061820,telomeric D-loop disassembly
GO:1905773,8-hydroxy-2'-deoxyguanosine DNA binding
GO:0001302,replicative cell aging
GO:0000403,Y-form DNA binding
GO:0007569,cell aging
GO:0070337,3'-flap-structured DNA binding
GO:0061821,telomeric D-loop binding
GO:0044806,G-quadruplex DNA unwinding
GO:0042981,regulation of apoptotic process
GO:0008340,determination of adult lifespan
GO:0051345,positive regulation of hydrolase activity
GO:0003678,DNA helicase activity
GO:0008026,GO_0008026
GO:0050660,flavin adenine dinucleotide binding
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors"
GO:0046577,long-chain-alcohol oxidase activity
GO:0051321,meiotic cell cycle
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome"
GO:0016607,nuclear speck
GO:0045292,"mRNA cis splicing, via spliceosome"
GO:0045836,positive regulation of meiotic nuclear division
GO:0042788,polysomal ribosome
GO:0005730,nucleolus
GO:0016887,ATPase activity
GO:0042626,ATPase-coupled transmembrane transporter activity
GO:0006855,drug transmembrane transport
GO:0004185,serine-type carboxypeptidase activity
GO:0004180,carboxypeptidase activity
GO:0051603,proteolysis involved in cellular protein catabolic process
GO:0005215,transporter activity
GO:0019843,rRNA binding
GO:0022625,cytosolic large ribosomal subunit
GO:1904278,positive regulation of wax biosynthetic process
GO:1901959,positive regulation of cutin biosynthetic process
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
GO:0045723,positive regulation of fatty acid biosynthetic process
GO:0000976,transcription regulatory region sequence-specific DNA binding
GO:0006357,regulation of transcription by RNA polymerase II
GO:0004712,protein serine/threonine/tyrosine kinase activity
GO:0019344,cysteine biosynthetic process
GO:0005802,trans-Golgi network
GO:0005768,endosome
GO:0009570,chloroplast stroma
GO:0004124,cysteine synthase activity
GO:0006535,cysteine biosynthetic process from serine
GO:0008652,cellular amino acid biosynthetic process
GO:0048046,apoplast
GO:0009509,chromoplast
GO:0030170,pyridoxal phosphate binding
GO:0005662,DNA replication factor A complex
GO:0000794,condensed nuclear chromosome
GO:0006312,mitotic recombination
GO:2000001,regulation of DNA damage checkpoint
GO:0007004,telomere maintenance via telomerase
GO:0051096,positive regulation of helicase activity
GO:0016458,gene silencing
GO:0006260,DNA replication
GO:0006974,cellular response to DNA damage stimulus
GO:0003697,single-stranded DNA binding
GO:0006289,nucleotide-excision repair
GO:0000785,chromatin
GO:0006265,DNA topological change
GO:0006298,mismatch repair
GO:0003684,damaged DNA binding
GO:0007131,reciprocal meiotic recombination
GO:0000722,telomere maintenance via recombination
GO:0030491,heteroduplex formation
GO:0098505,G-rich strand telomeric DNA binding
GO:0001055,RNA polymerase II activity
GO:0000419,RNA polymerase V complex
GO:0001056,RNA polymerase III activity
GO:0001054,RNA polymerase I activity
GO:0003899,DNA-directed 5'-3' RNA polymerase activity
GO:0006383,transcription by RNA polymerase III
GO:0006366,transcription by RNA polymerase II
GO:0010204,"defense response signaling pathway, resistance gene-independent"
GO:0010091,trichome branching
GO:0009828,plant-type cell wall loosening
GO:0008289,lipid binding
GO:0045332,phospholipid translocation
GO:0005783,endoplasmic reticulum
GO:0015247,aminophospholipid flippase activity
GO:0006896,Golgi to vacuole transport
GO:0012507,ER to Golgi transport vesicle membrane
GO:0031902,late endosome membrane
GO:0005770,late endosome
GO:0000149,SNARE binding
GO:0031201,SNARE complex
GO:0005484,SNAP receptor activity
GO:0061025,membrane fusion
GO:0006623,protein targeting to vacuole
GO:0042147,"retrograde transport, endosome to Golgi"
GO:0046907,intracellular transport
GO:0005789,endoplasmic reticulum membrane
GO:0048280,vesicle fusion with Golgi apparatus
GO:0005483,soluble NSF attachment protein activity
GO:0010216,maintenance of DNA methylation
GO:0010424,DNA methylation on cytosine within a CG sequence
GO:0005720,nuclear heterochromatin
GO:0008327,methyl-CpG binding
GO:0006325,chromatin organization
GO:0061630,ubiquitin protein ligase activity
GO:0042393,histone binding
GO:0010428,methyl-CpNpG binding
GO:0010429,methyl-CpNpN binding
GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane
GO:0032580,Golgi cisterna membrane
GO:0030134,COPII-coated ER to Golgi transport vesicle
GO:0005793,endoplasmic reticulum-Golgi intermediate compartment
GO:0007030,Golgi organization
GO:0000155,phosphorelay sensor kinase activity
GO:0023014,signal transduction by protein phosphorylation
GO:0000160,phosphorelay signal transduction system
GO:0010105,negative regulation of ethylene-activated signaling pathway
GO:0051740,ethylene binding
GO:0038199,ethylene receptor activity
GO:0008270,zinc ion binding
GO:0004089,carbonate dehydratase activity
GO:0031048,chromatin silencing by small RNA
GO:0051457,maintenance of protein location in nucleus
GO:0016604,nuclear body
GO:0009646,response to absence of light
GO:0010218,response to far red light
GO:0010114,response to red light
GO:0009640,photomorphogenesis
GO:0045893,"positive regulation of transcription, DNA-templated"
GO:0009416,response to light stimulus
GO:0009639,response to red or far red light
GO:0010029,regulation of seed germination
GO:1901000,regulation of response to salt stress
GO:0010018,far-red light signaling pathway
GO:0061608,nuclear import signal receptor activity
GO:0051170,import into nucleus
GO:0016853,isomerase activity
GO:0006457,protein folding
GO:0003755,peptidyl-prolyl cis-trans isomerase activity
GO:0000413,protein peptidyl-prolyl isomerization
GO:0051082,unfolded protein binding
GO:0016018,cyclosporin A binding
GO:0042026,protein refolding
GO:0060320,rejection of self pollen
GO:0015293,symporter activity
GO:0015878,biotin transport
GO:0008515,sucrose transmembrane transporter activity
GO:0015770,sucrose transport
GO:0005887,integral component of plasma membrane
GO:0008643,carbohydrate transport
GO:0048316,seed development
GO:0005985,sucrose metabolic process
GO:0015225,biotin transmembrane transporter activity
GO:0008506,sucrose:proton symporter activity
GO:0000187,activation of MAPK activity
GO:0009814,"defense response, incompatible interaction"
GO:0031098,stress-activated protein kinase signaling cascade
GO:0010051,xylem and phloem pattern formation
GO:0009409,response to cold
GO:0000165,MAPK cascade
GO:0060918,auxin transport
GO:0009631,cold acclimation
GO:0004708,MAP kinase kinase activity
GO:0002376,immune system process
GO:0045087,innate immune response
GO:0007346,regulation of mitotic cell cycle
GO:0032147,activation of protein kinase activity
GO:0009240,isopentenyl diphosphate biosynthetic process
GO:0015979,photosynthesis
GO:0008299,isoprenoid biosynthetic process
GO:0004452,isopentenyl-diphosphate delta-isomerase activity
GO:0015995,chlorophyll biosynthetic process
GO:0009908,flower development
GO:0050992,dimethylallyl diphosphate biosynthetic process
GO:0005513,detection of calcium ion
GO:0010446,response to alkaline pH
GO:0032780,negative regulation of ATPase activity
GO:0005507,copper ion binding
GO:0045010,actin nucleation
GO:0010090,trichome morphogenesis
GO:0031209,SCAR complex
GO:0005856,cytoskeleton
GO:0042793,plastid transcription
GO:0043231,intracellular membrane-bounded organelle
GO:0006898,receptor-mediated endocytosis
GO:0072583,clathrin-dependent endocytosis
GO:0030276,clathrin binding
GO:0072318,clathrin coat disassembly
GO:0003743,translation initiation factor activity
GO:0003924,GTPase activity
GO:0005525,GTP binding
GO:0006413,translational initiation
GO:0006904,vesicle docking involved in exocytosis
GO:0005615,extracellular space
GO:0006821,chloride transport
GO:0005247,voltage-gated chloride channel activity
GO:1902476,chloride transmembrane transport
GO:0009535,chloroplast thylakoid membrane
GO:0034707,chloride channel complex
GO:0005254,chloride channel activity
GO:0006511,ubiquitin-dependent protein catabolic process
GO:0000209,protein polyubiquitination
GO:0061631,ubiquitin conjugating enzyme activity
GO:0009808,lignin metabolic process
GO:0009664,plant-type cell wall organization
GO:0102965,alcohol-forming fatty acyl-CoA reductase activity
GO:0035336,long-chain fatty-acyl-CoA metabolic process
GO:0010345,suberin biosynthetic process
GO:0080019,fatty-acyl-CoA reductase (alcohol-forming) activity
GO:0006629,lipid metabolic process
GO:2000032,regulation of secondary shoot formation
GO:0048831,regulation of shoot system development
GO:0042343,indole glucosinolate metabolic process
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
GO:0007140,male meiotic nuclear division
GO:0048236,plant-type sporogenesis
GO:0000712,resolution of meiotic recombination intermediates
GO:0090305,nucleic acid phosphodiester bond hydrolysis
GO:0004518,nuclease activity
GO:0004519,endonuclease activity
GO:0007059,chromosome segregation
GO:0010845,positive regulation of reciprocal meiotic recombination
GO:0004310,farnesyl-diphosphate farnesyltransferase activity
GO:0016126,sterol biosynthetic process
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
GO:0051996,squalene synthase activity
GO:0006696,ergosterol biosynthetic process
GO:0008610,lipid biosynthetic process
GO:0045338,farnesyl diphosphate metabolic process
GO:0008375,acetylglucosaminyltransferase activity
GO:0010214,seed coat development
GO:0009957,epidermal cell fate specification
GO:0009751,response to salicylic acid
GO:0004527,exonuclease activity
GO:0009408,response to heat
GO:0016298,lipase activity
GO:0016042,lipid catabolic process
GO:0004620,phospholipase activity
GO:0046658,anchored component of plasma membrane
GO:0009514,glyoxysome
GO:0031593,polyubiquitin modification-dependent protein binding
GO:0043504,mitochondrial DNA repair
GO:0097552,mitochondrial double-strand break repair via homologous recombination
GO:0006004,fucose metabolic process
GO:0006486,protein glycosylation
GO:0000137,Golgi cis cisterna
GO:0009820,alkaloid metabolic process
GO:0016844,strictosidine synthase activity
GO:0005085,guanyl-nucleotide exchange factor activity
GO:0005089,Rho guanyl-nucleotide exchange factor activity
GO:0030001,metal ion transport
GO:0008234,cysteine-type peptidase activity
GO:0004190,aspartic-type endopeptidase activity
GO:0031225,anchored component of membrane
GO:0030163,protein catabolic process
GO:0010014,meristem initiation
GO:0010223,secondary shoot formation
GO:1905582,response to mannose
GO:0009749,response to glucose
GO:0042594,response to starvation
GO:0009744,response to sucrose
GO:1902074,response to salt
GO:0034097,response to cytokine
GO:0008380,RNA splicing
GO:0005763,mitochondrial small ribosomal subunit
GO:0005351,carbohydrate:proton symporter activity
GO:0008645,hexose transmembrane transport
GO:0005355,glucose transmembrane transporter activity
GO:1902600,proton transmembrane transport
GO:0046323,glucose import
GO:0004857,enzyme inhibitor activity
GO:0043086,negative regulation of catalytic activity
GO:0009834,plant-type secondary cell wall biogenesis
GO:1990937,xylan acetylation
GO:0045491,xylan metabolic process
GO:0045492,xylan biosynthetic process
GO:0016407,acetyltransferase activity
GO:0010411,xyloglucan metabolic process
GO:0031625,ubiquitin protein ligase binding
GO:0005516,calmodulin binding
GO:0048443,stamen development
GO:0010193,response to ozone
GO:0031408,oxylipin biosynthetic process
GO:0009620,response to fungus
GO:0006633,fatty acid biosynthetic process
GO:0005777,peroxisome
GO:0010181,FMN binding
GO:0006631,fatty acid metabolic process
GO:0009695,jasmonic acid biosynthetic process
GO:0016629,12-oxophytodienoate reductase activity
GO:0030176,integral component of endoplasmic reticulum membrane
GO:0031204,"posttranslational protein targeting to membrane, translocation"
GO:0010288,response to lead ion
GO:0003839,gamma-glutamylcyclotransferase activity
GO:0006751,glutathione catabolic process
GO:0048573,"photoperiodism, flowering"
GO:0034459,GO_0034459
GO:0003724,RNA helicase activity
GO:0032586,protein storage vacuole membrane
GO:0005381,iron ion transmembrane transporter activity
GO:0048250,iron import into the mitochondrion
GO:0010279,indole-3-acetic acid amido synthetase activity
GO:0010252,auxin homeostasis
GO:0010120,camalexin biosynthetic process
GO:0009733,response to auxin
GO:1901183,positive regulation of camalexin biosynthetic process
GO:0016881,acid-amino acid ligase activity
GO:0035672,oligopeptide transmembrane transport
GO:1904680,peptide transmembrane transporter activity
GO:0015333,peptide:proton symporter activity
GO:0035673,oligopeptide transmembrane transporter activity
GO:0042886,amide transport
GO:0009637,response to blue light
GO:0040008,regulation of growth
GO:0046983,protein dimerization activity
GO:0009705,plant-type vacuole membrane
GO:0005801,cis-Golgi network
GO:0003774,motor activity
GO:0003779,actin binding
GO:0016459,myosin complex
GO:0051015,actin filament binding
GO:0030048,actin filament-based movement
GO:0019438,aromatic compound biosynthetic process
GO:0008171,O-methyltransferase activity
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity
GO:0047274,galactinol-sucrose galactosyltransferase activity
GO:0010325,raffinose family oligosaccharide biosynthetic process
GO:0080167,response to karrikin
GO:0071456,cellular response to hypoxia
GO:0009231,riboflavin biosynthetic process
GO:0008531,riboflavin kinase activity
GO:0003919,FMN adenylyltransferase activity
GO:0009398,FMN biosynthetic process
GO:0006771,riboflavin metabolic process
GO:0006415,translational termination
GO:0003747,translation release factor activity
GO:0043022,ribosome binding
GO:0016149,"translation release factor activity, codon specific"
GO:0010287,plastoglobule
GO:0016746,"transferase activity, transferring acyl groups"
GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups"
GO:0019432,triglyceride biosynthetic process
GO:0004144,diacylglycerol O-acyltransferase activity
GO:0033306,phytol metabolic process
GO:0019748,secondary metabolic process
GO:0051567,histone H3-K9 methylation
GO:0010069,zygote asymmetric cytokinesis in embryo sac
GO:0090116,C-5 methylation of cytosine
GO:0006342,chromatin silencing
GO:0003886,DNA (cytosine-5-)-methyltransferase activity
GO:0045814,"negative regulation of gene expression, epigenetic"
GO:0006306,DNA methylation
GO:0010425,DNA methylation on cytosine within a CNG sequence
GO:0032041,NAD-dependent histone deacetylase activity (H3-K14 specific)
GO:0070932,histone H3 deacetylation
GO:0004407,histone deacetylase activity
GO:0016575,histone deacetylation
GO:0016413,O-acetyltransferase activity
GO:0009617,response to bacterium
GO:0042277,peptide binding
GO:0070370,cellular heat acclimation
GO:0010148,transpiration
GO:0001558,regulation of cell growth
GO:0009965,leaf morphogenesis
GO:0051302,regulation of cell division
GO:0009944,polarity specification of adaxial/abaxial axis
GO:0046777,protein autophosphorylation
GO:0071555,cell wall organization
GO:0010087,phloem or xylem histogenesis
GO:0019199,transmembrane receptor protein kinase activity
GO:0010103,stomatal complex morphogenesis
GO:0033612,receptor serine/threonine kinase binding
GO:0030155,regulation of cell adhesion
GO:0048281,inflorescence morphogenesis
GO:1905421,regulation of plant organ morphogenesis
GO:0005102,signaling receptor binding
GO:0009755,hormone-mediated signaling pathway
GO:0045962,"positive regulation of development, heterochronic"
GO:0010150,leaf senescence
GO:0048366,leaf development
GO:0035299,inositol pentakisphosphate 2-kinase activity
GO:0052746,inositol phosphorylation
GO:0032958,inositol phosphate biosynthetic process
GO:0080186,developmental vegetative growth
GO:0004721,phosphoprotein phosphatase activity
GO:0004722,protein serine/threonine phosphatase activity
GO:0043169,cation binding
GO:0006470,protein dephosphorylation
GO:0004724,magnesium-dependent protein serine/threonine phosphatase activity
GO:0004364,glutathione transferase activity
GO:0043295,glutathione binding
GO:0010319,
GO:0009407,toxin catabolic process
GO:0009579,thylakoid
GO:0006749,glutathione metabolic process
GO:0009636,response to toxic substance
GO:0000243,commitment complex
GO:0006397,mRNA processing
GO:0005681,spliceosomal complex
GO:0000398,"mRNA splicing, via spliceosome"
GO:0030619,U1 snRNA binding
GO:0005685,U1 snRNP
GO:0071004,U2-type prespliceosome
GO:0017069,snRNA binding
GO:0047714,galactolipase activity
GO:0008970,phospholipase A1 activity
GO:0004806,triglyceride lipase activity
GO:0031966,mitochondrial membrane
GO:0009245,lipid A biosynthetic process
GO:0008759,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity
GO:0103117,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity
GO:2001289,lipid X metabolic process
GO:0030875,rDNA protrusion
GO:0060968,regulation of gene silencing
GO:0034728,nucleosome organization
GO:1901430,positive regulation of syringal lignin biosynthetic process
GO:0009809,lignin biosynthetic process
GO:0010089,xylem development
GO:0005337,nucleoside transmembrane transporter activity
GO:1901642,nucleoside transmembrane transport
GO:0015858,nucleoside transport
GO:0045787,positive regulation of cell cycle
GO:0007088,regulation of mitotic nuclear division
GO:0000307,cyclin-dependent protein kinase holoenzyme complex
GO:0008284,positive regulation of cell population proliferation
GO:0051301,cell division
GO:0019901,protein kinase binding
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity
GO:0000278,mitotic cell cycle
GO:0044772,mitotic cell cycle phase transition
GO:0006334,nucleosome assembly
GO:0000786,nucleosome
GO:0015020,glucuronosyltransferase activity
GO:0002237,response to molecule of bacterial origin
GO:0045892,"negative regulation of transcription, DNA-templated"
GO:0035064,methylated histone binding
GO:0061087,positive regulation of histone H3-K27 methylation
GO:0009932,cell tip growth
GO:0015079,potassium ion transmembrane transporter activity
GO:0051762,sesquiterpene biosynthetic process
GO:0009975,cyclase activity
GO:0010333,terpene synthase activity
GO:0016114,terpenoid biosynthetic process
GO:0016106,sesquiterpenoid biosynthetic process
GO:0102878,(+)-alpha-barbatene synthase activity
GO:0102879,(+)-thujopsene synthase activity
GO:0102883,(+)-beta-chamigrene synthase activity
GO:0015186,L-glutamine transmembrane transporter activity
GO:0006868,glutamine transport
GO:0009501,amyloplast
GO:0009982,pseudouridine synthase activity
GO:0001522,pseudouridine synthesis
GO:0009451,RNA modification
GO:0016866,intramolecular transferase activity
GO:0032544,plastid translation
GO:0000488,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)"
GO:0000489,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)"
GO:0010569,regulation of double-strand break repair via homologous recombination
GO:0031047,gene silencing by RNA
GO:0004565,beta-galactosidase activity
GO:0005743,mitochondrial inner membrane
GO:0070469,respirasome
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c"
GO:0005750,mitochondrial respiratory chain complex III
GO:0008121,ubiquinol-cytochrome-c reductase activity
GO:0009060,aerobic respiration
GO:0034551,mitochondrial respiratory chain complex III assembly
GO:0000502,proteasome complex
GO:0005838,proteasome regulatory particle
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0030553,cGMP binding
GO:0030552,cAMP binding
GO:0006564,L-serine biosynthetic process
GO:0008483,transaminase activity
GO:0004648,O-phospho-L-serine:2-oxoglutarate aminotransferase activity
GO:0030433,ubiquitin-dependent ERAD pathway
GO:0030968,endoplasmic reticulum unfolded protein response
GO:1990381,ubiquitin-specific protease binding
